OBJECTID,AU2013_V1_00,AU2013_V1_00_NAME,AREA_SQ_KM,LAND_AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE
507,557600,Wembley Park,1.54706884,1.54706884,1777026.193,5580141.599,-39.91033298,175.0710977
508,557700,Kowhai Park,1.49501726,1.49501726,1776157.402,5578886.866,-39.92181177,175.0612784
509,557800,Bastia Hill,1.17290338,1.17290338,1776606.955,5577983.234,-39.9298545,175.0667803
510,557900,Durie Hill,1.38334073,1.38334073,1776448.884,5577063.26,-39.93817093,175.0651806
511,558100,Putiki,1.00367656,1.00367656,1775275.118,5576039.267,-39.94763491,175.0517265
512,558200,Marybank-Gordon Park,20.64548823,20.64548823,1776457.857,5577068.01,-39.93812629,175.0652843
513,558300,Fordell-Kakatahi,1223.527153,1223.527153,1794175.522,5597033.009,-39.75450397,175.2665862
514,558500,Waiouru,5.78846137,5.78846137,1830440.204,5627587.171,-39.47046732,175.6788686
515,558600,Mangaweka,3.95131547,3.95131547,1839009.986,5589524.439,-39.81068356,175.7921357
516,558700,Hunterville,3.21876555,3.21876555,1819469.732,5576389.343,-39.93417903,175.5684988
517,558800,Ratana Community,0.2142202,0.2142202,1785635.787,5565619.579,-40.03923743,175.1759022
518,558900,Bulls,4.47578947,4.47578947,1803366.849,5549836.271,-40.17722784,175.3885386
519,559000,Ngamatea,611.6624595,611.6624595,1875422.839,5639292.879,-39.3519417,176.1962734
520,561700,Foxton,3.53334662,3.53334662,1793743.787,5517438.55,-40.47115287,175.2854226
521,561811,Kairanga,26.72696636,26.72696636,1819799.026,5533434.469,-40.32070695,175.5869734
522,561812,Longburn,6.93042637,6.93042637,1816732.876,5526213.395,-40.3864999,175.5533716
523,561813,Massey University,10.07700045,10.07700045,1821494.161,5525634.915,-40.39045436,175.6096117
524,561820,Linton Military Camp,8.81300387,8.81300387,1818961.651,5523829.316,-40.40737411,175.5804237
525,561901,Kauwhata,154.9468986,154.9468986,1813835.576,5531095,-40.34331141,175.5176332
526,561902,Turitea,225.1743442,225.1743442,1824617.029,5522072.218,-40.42168107,175.6476249
527,562100,Milson,7.7595411,7.7595411,1821895.051,5533130.912,-40.3228848,175.6117242
528,562200,Kelvin Grove,4.98132776,4.98132776,1824942.967,5532493.185,-40.32780889,175.6477868
529,562310,Takaro,1.95097495,1.95097495,1820432.802,5529829.11,-40.35298824,175.5956695
530,562320,Cloverlea,1.48016201,1.48016201,1819925.215,5530779.878,-40.34456523,175.5893708
531,562401,Palmerston North Hospital,1.94648491,1.94648491,1821834.668,5531056.035,-40.34157454,175.6117345
532,562402,Papaeoia,1.07035473,1.07035473,1822777.065,5530228.699,-40.34876942,175.6231073
533,562500,Roslyn,3.44550259,3.44550259,1823483.036,5531568.957,-40.33651868,175.6309425
534,562600,Terrace End,1.61346727,1.61346727,1824311.324,5530152.68,-40.34904259,175.6411811
535,562710,Highbury,1.4527595,1.4527595,1819544.902,5529120.209,-40.35960248,175.5854681
536,562720,Westbrook,4.14096161,4.14096161,1818147.989,5528505.394,-40.36550239,175.5692433
537,562800,Palmerston North Central,2.12854518,2.12854518,1821629.892,5529612.5,-40.3546206,175.609827
538,562910,Awapuni North,1.23350297,1.23350297,1819785.379,5527927.582,-40.37027282,175.5887082
539,562921,Awapuni West,3.41312888,3.41312888,1818666.798,5526569.325,-40.38279134,175.5760117
540,562922,Awapuni South,1.70556855,1.70556855,1820162.025,5527075.197,-40.37784491,175.5934345
541,563000,West End,2.52838001,2.52838001,1821515.144,5528185.436,-40.36749447,175.6089725
542,563101,Hokowhitu West,1.47483505,1.47483505,1822776.53,5528876.391,-40.36094005,175.6235729
543,563102,Hokowhitu Lagoon,1.57973499,1.57973499,1823431.916,5527841.068,-40.37008237,175.6316461
544,563200,Hokowhitu East,2.17674658,2.17674658,1824053.581,5528832.383,-40.36099407,175.6386128
545,564800,Glendale,5.43859672,5.43859672,1763944.1,5432973.721,-41.23802702,174.9563639
546,564900,Parkway,3.41019169,3.41019169,1762089.294,5431877.502,-41.24826984,174.9345336
547,565000,Fernlea,2.98566274,2.98566274,1761949.118,5430091.793,-41.26437413,174.9333356
548,565100,Arakura,3.4457617,3.4457617,1762814.432,5433279.188,-41.23550521,174.9428094
549,565200,Homedale West,3.09055421,3.09055421,1763033.15,5428440.743,-41.27901988,174.9467113
550,565300,Homedale East,6.24885185,6.24885185,1764265.295,5429162.072,-41.27227643,174.9612211
551,565400,Pencarrow,241.2910239,241.2910239,1764861.576,5424146.682,-41.31730574,174.9696946
552,565601,Pauatahanui,67.63821655,67.63821655,1763346.679,5448584.387,-41.09760878,174.9450766
553,565602,Endeavour,2.64961873,2.64961873,1759730.061,5446899.919,-41.11349304,174.9024719
554,565603,Resolution,5.22608273,5.22608273,1760394.92,5445317.487,-41.12760872,174.9107998
555,565604,Adventure,3.93964705,3.93964705,1758853.885,5444644.698,-41.1339689,174.8926251
556,565700,Paekakariki Hill,33.25653253,33.25653253,1761860.914,5455177.713,-41.03854612,174.925661
557,565901,Paraparaumu Beach North,2.04152405,2.04152405,1768409.831,5472548.728,-40.88083056,174.9988038
558,565902,Otaihanga,4.97511233,4.97511233,1770674.514,5472209.352,-40.88341705,175.0257599
559,565903,Paraparaumu Beach South,2.7105584,2.7105584,1767494.208,5471216.987,-40.89300798,174.9883018
560,566000,Paraparaumu Central,10.06222714,10.06222714,1768960.962,5469630.916,-40.90698574,175.0061349
561,566101,Raumati Beach,3.1738015,3.1738015,1767311.461,5468385.946,-40.9185331,174.9868967
562,566102,Raumati South,5.64619605,5.64619605,1766950.474,5465868.981,-40.94126696,174.98329
563,566200,Paekakariki,5.81285836,5.81285836,1765691.601,5462530.252,-40.97158168,174.969237
564,566301,Kapiti Island,19.23526759,19.23526759,1761064.934,5475476.484,-40.85594827,174.9109186
565,566302,Maungakotukutuku,116.9439813,116.9439813,1772477.555,5464946.008,-40.94842828,175.0491665
566,566500,Te Marua,8.27033098,8.27033098,1779747.456,5448504.32,-41.09486808,175.1402705
567,566610,Akatarawa,6.48777025,6.48777025,1777903.485,5450025.459,-41.08158056,175.1178887
568,566620,Emerald Hill,2.5423545,2.5423545,1776389.936,5448355.746,-41.09694108,175.1003608
569,566700,Maoribank,3.14039433,3.14039433,1777198.956,5447457.536,-41.10485075,175.1102468
570,568701,Waiwhetu North,0.97500513,0.97500513,1761269.937,5434657.961,-41.22340184,174.9240254
571,568702,Waiwhetu South,1.68711261,1.68711261,1760958.299,5434095.541,-41.22852725,174.9204577
572,568800,Gracefield,4.20845215,4.20845215,1760019.235,5432745.987,-41.24086338,174.909613
573,568900,Moera,0.62343051,0.62343051,1759548.421,5434191.84,-41.22793956,174.9036196
574,569001,Woburn North,0.46806302,0.46806302,1760016.911,5435163.993,-41.21909486,174.9089517
575,569002,Woburn South,0.15682088,0.15682088,1759580.236,5434807.788,-41.22238796,174.9038381
576,569100,Hutt Central,2.36515188,2.36515188,1759967.245,5436027.279,-41.2113326,174.9081336
577,569201,Melling,0.39280632,0.39280632,1759148.2,5436324.945,-41.20881417,174.8982914
578,569202,Alicetown,0.82310223,0.82310223,1758574.789,5435508.541,-41.21627676,174.8916673
579,569301,Normandale,2.65248349,2.65248349,1758658.441,5437473.873,-41.1985665,174.8921546
580,569302,Maungaraki,5.15864483,5.15864483,1757308.678,5437298.113,-41.20041219,174.8761109
581,569401,Tirohanga,1.41346678,1.41346678,1759655.268,5437549.487,-41.19768985,174.9040168
582,569402,Belmont,20.61332478,20.61332478,1760173.631,5440473.017,-41.17126715,174.9094304
583,569500,Kelson,8.3312196,8.3312196,1763333.615,5440879.742,-41.16697498,174.9469715
584,569600,Haywards-Manor Park,5.07767426,5.07767426,1765776.975,5442704.641,-41.1500502,174.9755869
585,569800,Korokoro,2.40430738,2.40430738,1756473.596,5435632.015,-41.21557406,174.866583
586,569900,Petone Central,1.02796663,1.02796663,1757129.727,5434847.46,-41.22251035,174.8746077
587,570000,Esplanade,0.97436514,0.97436514,1758300.816,5433908.459,-41.23073591,174.8888153
588,570100,Wilford,1.65093773,1.65093773,1758471.755,5434568.463,-41.22476044,174.8906826
589,570300,Eastbourne,12.83936661,12.83936661,1759909.99,5427943.746,-41.28411869,174.9095694
590,570400,Titahi Bay North,2.00962029,2.00962029,1754845.858,5448652.455,-41.09866005,174.8438861
591,570500,Onepoto,2.2411811,2.2411811,1755585.682,5448044.981,-41.10398807,174.8528452
592,570600,Titahi Bay South,3.54256873,3.54256873,1753392.459,5447046.435,-41.11339545,174.8269885
593,570700,Elsdon-Takapuwahia,10.86701853,10.86701853,1751991.934,5445009.855,-41.13199515,174.8108196
594,570800,Porirua Central,6.15653086,6.15653086,1753146.267,5443296.773,-41.14720183,174.8249932
595,570900,Porirua East,1.19737873,1.19737873,1755560.167,5443824.048,-41.14199539,174.8536108
596,573513,Churton Park North,2.25124031,2.25124031,1751381.236,5437873.519,-41.19636131,174.8053103
597,573514,Churton Park South,1.31442687,1.31442687,1751436.539,5436253.74,-41.21093454,174.8063706
598,573522,Grenada North,3.64246662,3.64246662,1754429.998,5438691.139,-41.18842448,174.8414444
599,573523,Grenada Village,1.51074961,1.51074961,1753064.593,5436941.88,-41.20443279,174.8256088
600,573524,Newlands East,0.9762252,0.9762252,1754015.877,5434744.155,-41.2240391,174.837503
601,573525,Takapu,11.59548984,11.59548984,1756354.779,5440915.644,-41.16802767,174.8638162
602,573526,Horokiwi,8.50057958,8.50057958,1755076.904,5436644.972,-41.20672302,174.8496731
603,573600,Johnsonville North,0.61719882,0.61719882,1751288.779,5435591.268,-41.21692669,174.8047729
604,573700,Johnsonville Central,1.21233131,1.21233131,1750937.933,5435054.053,-41.22182898,174.8007223
605,573801,Paparangi West,0.47819342,0.47819342,1752194.322,5435738.473,-41.21543157,174.8155336
606,573802,Johnsonville East,0.40632628,0.40632628,1751807.517,5434727.488,-41.2246065,174.8111728
607,573901,Paparangi,0.85213269,0.85213269,1752725.737,5435496.997,-41.21750556,174.8219302
608,573902,Woodridge,1.00235541,1.00235541,1753788.572,5435609.629,-41.21629025,174.8345746
609,573903,Newlands North,0.80408742,0.80408742,1752441.699,5434675.875,-41.22495196,174.8187483
610,574001,Newlands South,2.56867762,2.56867762,1752777.649,5433930.796,-41.23159677,174.8229409
611,574002,Ngauranga East,1.20291505,1.20291505,1752251.766,5432944.956,-41.24057176,174.8169149
612,574100,Raroa,1.52832879,1.52832879,1750642.752,5434404.288,-41.22773411,174.7973626
613,574200,Khandallah Park-Broadmeadows,3.0052674,3.0052674,1749725.96,5433535.564,-41.23572585,174.7866422
614,574302,Te Kainga,1.68627698,1.68627698,1750264.197,5431809.034,-41.25117074,174.7934869
615,574303,Ngauranga West,1.0626059,1.0626059,1751342.171,5432837.497,-41.24171001,174.806092
616,574304,Rangoon Heights,1.00991821,1.00991821,1750933.307,5432489.919,-41.24491581,174.8013009
617,574401,Awarua,1.89262252,1.89262252,1748355.55,5432537.296,-41.24496634,174.7705396
618,574402,Ngaio South,1.41473582,1.41473582,1748815.562,5431614.671,-41.25318867,174.7762521
619,574500,Kaiwharawhara,0.62889626,0.62889626,1750012.744,5430939.536,-41.2590459,174.7907009
620,574600,Wadestown,1.41933486,1.41933486,1748743.898,5430606.938,-41.26227498,174.7756429
621,576800,Hataitai North,1.29467906,1.29467906,1750478.649,5426193.665,-41.30168807,174.7974322
622,576901,Kilbirnie East,1.05061059,1.05061059,1750643.51,5424247.354,-41.31918053,174.7998825
623,576903,Kilbirnie West-Hataitai South,0.91885667,0.91885667,1750085.744,5425044.788,-41.31210497,174.7930247
624,576904,Evans Bay Marina,0.05174265,0,1750586.08,5424992.379,-41.31248357,174.7990122
625,577000,Lyall Bay-Airport-Moa Point,2.57979294,2.57979294,1751110.956,5423079.463,-41.32960788,174.8057552
626,577101,Seatoun Tunnel West,0.19534458,0.19534458,1752551.876,5423775.825,-41.32306705,174.8227909
627,577102,Strathmore Park,1.48292543,1.48292543,1752343.914,5422827.863,-41.33164103,174.8205449
628,577200,Miramar South,1.03278826,1.03278826,1751870.905,5424065.731,-41.32058551,174.8145857
629,577301,Miramar North,1.03750842,1.03750842,1752775.337,5425752.714,-41.30522648,174.824963
630,577302,Miramar,0.66591668,0.66591668,1752372.397,5424730.602,-41.31450495,174.8204081
631,577400,Karaka Bay-Worser Bay,0.74592184,0.74592184,1753109.006,5425388.598,-41.30844143,174.8290386
632,577500,Seatoun,1.32692605,1.32692605,1753117.092,5423104.99,-41.32899953,174.8297102
633,577601,Maupuia,1.67327321,1.67327321,1752718.391,5426684.004,-41.29685268,174.8240494
634,577602,Miramar West,0.14686945,0.14686945,1751940.329,5425038.144,-41.31181759,174.8151718
635,577700,Makara-Ohariu,170.2751132,170.2751132,1743558.497,5431050.178,-41.25922205,174.7136643
636,577900,Mangatainoka,767.3844925,767.3844925,1845135.048,5514854.018,-40.48083893,175.891982
637,578000,Pahiatua,4.3253379,4.3253379,1840664.994,5517824.713,-40.45541569,175.8381822
638,578100,Eketahuna,4.154766,4.154766,1828420.084,5496736.071,-40.64864532,175.7015546
639,578200,Nireaha-Tiraumea,913.7143295,913.7143295,1837068.995,5495890.848,-40.65381316,175.8040506
640,578301,Homebush-Te Ore Ore,36.0352306,36.0352306,1826024.817,5461221.528,-40.96888791,175.6861206
641,578302,Opaki-Fernridge,46.66745038,46.66745038,1822719.489,5466662.325,-40.92083604,175.6449243
642,578401,Kopuaranga,534.4418723,534.4418723,1821791.059,5478963.927,-40.81038709,175.6295243
643,578402,Whareama,1665.035992,1665.035992,1850843.082,5465641.024,-40.92188412,175.9789147
644,578600,Masterton Central,0.99890042,0.99890042,1823826.032,5463364.623,-40.95020876,175.6592422
645,578700,Masterton West,2.03163172,2.03163172,1822885.869,5463567.238,-40.94864249,175.6480108
646,580449,Rapaura,87.37704334,87.37704334,1671847.287,5407341.41,-41.48231782,173.8605923
647,580450,Wairau South,2292.464562,2292.464562,1634554.864,5380701.638,-41.72473841,173.4154544
648,580451,Weld Pass,133.1813836,118.7972217,1689701.869,5396901.236,-41.57454141,174.0759801
649,580452,Fairhall,20.27164783,20.27164783,1673608.178,5400476.858,-41.54398273,173.8825214
650,580600,Severn,1332.72763,1332.72763,1595376.604,5340443.594,-42.08807254,172.9440966
651,580801,Ward,3104.563371,3091.773,1648169.612,5352843.764,-41.97493036,173.5814056
652,580802,Seddon,8.78907148,8.78907148,1689150.512,5385796.611,-41.67460785,174.0710215
653,580900,Lake Tennyson,534.9866073,534.9866073,1584932.951,5312358.205,-42.34088655,172.8170901
654,581100,Picton,4.6927967,4.6927967,1684277.512,5428417.304,-41.29129309,174.0065301
655,581210,Springlands,2.35477392,2.35477392,1678207.913,5404612.787,-41.50629727,173.9371251
656,581220,Mayfield,2.37719289,2.37719289,1679917.011,5405063.536,-41.50206907,173.9575418
657,581230,Blenheim Central,2.21629007,2.21629007,1680041.155,5403972.158,-41.51188581,173.9591742
658,581240,Whitney,2.16983998,2.16983998,1679549.521,5403132.417,-41.51949765,173.9533944
659,581250,Redwoodtown,2.31706056,2.31706056,1679534.599,5402102.955,-41.52877064,173.9533517
660,581260,Witherlea,5.46386301,5.46386301,1679216.309,5400466.272,-41.54354243,173.9497526
661,581400,Kaikoura Township,6.78374322,6.78374322,1656680.894,5304018.939,-42.41406656,173.6888887
662,581500,Kaikoura Rural,2039.973602,2039.973602,1653176.074,5328109.216,-42.19736689,173.6440792
663,581601,Golden Bay,2660.049772,2575.875717,1568054.55,5476337.393,-40.8634011,172.6209381
664,581602,Takaka,12.3389925,12.3389925,1584727.604,5476707.646,-40.86054618,172.8187867
665,581713,Glenduan,10.99268348,10.99268348,1629975.738,5438611.098,-41.20331445,173.3575238
666,581715,Ngawhatu,6.23291825,6.23291825,1618676.63,5423995.285,-41.33530953,173.2232073
667,581717,Aniseed Hill,14.27468055,14.27468055,1612737.98,5418900.51,-41.38131721,173.1523409
668,581720,Hope,8.11613955,8.11613955,1612927.778,5422017.541,-41.35323712,173.1545443
669,581721,Saxton Island,0.12682274,0.12682274,1616347.056,5427358.577,-41.30506468,173.195276
670,581722,Waimea Inlet East,7.19223944,0,1616782.234,5426569.588,-41.31216272,173.2004962
671,581723,Saxton,1.9066784,1.9066784,1618064.58,5425781.391,-41.31923485,173.2158396
672,581724,Best Island,1.33090321,1.33090321,1612921.366,5428698.705,-41.2930553,173.1543256
673,582900,Atmore,6.04654735,6.04654735,1625996.501,5429692.913,-41.28378456,173.3104437
674,583000,Tahunanui,1.66290126,1.66290126,1620126.147,5429713.907,-41.28376315,173.2403414
675,583100,Tahuna Hills,2.05426832,2.05426832,1621123.215,5429016.551,-41.29001925,173.2522722
676,583201,Toi Toi,1.82248831,1.82248831,1621859.547,5429248.445,-41.28791081,173.2610577
677,583202,Broads,0.62997733,0.62997733,1622599.571,5429480.487,-41.28580027,173.2698867
678,583300,Grampians,4.63691731,4.63691731,1622685.691,5427778.562,-41.30112825,173.2709786
679,583400,The Brook,6.40614833,6.40614833,1624383.85,5427695.095,-41.30183055,173.2912661
680,583500,Nelson Airport,3.27929303,3.27929303,1619289.57,5428427.069,-41.29537504,173.230392
681,583600,Nayland,0.46640626,0.46640626,1619600.604,5427483.077,-41.30387073,173.2341374
682,583700,Enner Glynn,5.48335888,5.48335888,1622028.12,5426109.024,-41.3161851,173.2631845
683,583800,Maitlands,1.06223453,1.06223453,1620281.777,5426802.831,-41.30998133,173.2422969
684,583900,Isel Park,5.4733957,5.4733957,1620434.172,5425191.358,-41.32449308,173.2441716
685,584000,Langbein,1.27295158,1.27295158,1618765.83,5427011.557,-41.30813789,173.2241803
686,584201,Richmond East,6.65441444,6.65441444,1616485.389,5423389.723,-41.34081203,173.1970361
687,584202,Richmond West,7.03870306,7.03870306,1615198.028,5422669.237,-41.34732723,173.1816674
688,584301,Motueka West,18.19448201,18.19448201,1599138.299,5447641.91,-41.12251954,172.989735
689,584303,Motueka East,7.64133527,7.64133527,1601746.093,5449376.768,-41.10689042,173.0207953
690,584304,Moutere Inlet,6.7787136,0,1602406.034,5443929.985,-41.15595353,173.0286764
691,584305,Jackett Island,0.65750014,0.65750014,1602527.946,5444758.064,-41.14849382,173.030126
692,584402,Karamea,70.0708972,65.17150447,1528275.353,5432425.08,-41.256409,172.1438437
693,584403,Hector-Ngakawau,2.53257588,2.53257588,1506845.686,5393404.042,-41.60564077,171.8820717
694,584404,Granity,4.70057223,4.70057223,1504415.038,5390086.295,-41.63523126,171.8523778
695,584405,Orowaiti,4.43196392,4.43196392,1485456.084,5377052.842,-41.75009408,171.6223064
696,584407,Little Wanganui,2130.623147,2130.623147,1542631.098,5441063.346,-41.17974866,172.316002
697,584408,Mokihinui,932.6355261,932.6355261,1529490.892,5399628.479,-41.55190271,172.1545312
698,584409,Buller Coalfields,492.3834649,492.3834649,1505736.472,5379617.146,-41.72966746,171.8665869
699,585140,Greymouth South,5.29683038,5.29683038,1452549.413,5296593.987,-42.46896887,171.2063709
700,585306,Kumara,3.53376671,3.53376671,1450895.082,5278471.85,-42.63177447,171.1815264
701,585307,Kaniere,2.94843663,2.94843663,1435851.558,5266622.598,-42.73536027,170.9947326
702,585309,Ross,8.70960098,8.70960098,1420612.593,5248647.909,-42.89370065,170.8029771
703,585311,Harihari,145.6513704,145.6513704,1398891.356,5224311.12,-43.10723995,170.5284112
704,585312,Franz Josef,42.71140584,42.71140584,1369739.551,5194795.305,-43.36440059,170.1582246
705,585313,Fox Glacier,55.43504683,55.43504683,1353152.925,5183292.149,-43.46256638,169.9486011
706,585314,Taramakau,378.7356129,378.7356129,1462043.09,5261895.816,-42.78306331,171.3133914
707,585315,Otira,458.0805278,458.0805278,1485965.028,5258129.096,-42.82090772,171.6049967
708,585316,Waimea-Arahura,182.1481799,182.1481799,1446185.245,5271176.261,-42.69651448,171.1221391
709,585317,Hokitika Rural,151.4288909,151.4288909,1433163.313,5260715.724,-42.78794113,170.9601688
710,585318,Hokitika Valley,869.1157587,854.308179,1447426.828,5245448.269,-42.92832933,171.1303246
711,585319,Totara River,317.5788797,317.5788797,1429488.305,5242224.939,-42.95353638,170.9096546
712,585320,Waitaha,1173.666764,1173.666764,1416759.575,5222385.47,-43.12909835,170.7471982
713,585321,Whataroa,1016.970362,990.6287932,1390777.788,5205011.349,-43.27865806,170.4214898
714,585322,Waiho,483.0437799,474.1330791,1373607.084,5194166.095,-43.37123516,170.2056399
715,585323,Karangarua,1186.234908,1186.234908,1352222.576,5172890.784,-43.55578168,169.9323795
716,585324,Bruce Bay-Paringa,1306.16883,1298.901865,1327124.872,5148169.722,-43.76922912,169.6096694
717,585325,Haast,4102.93079,4099.019816,1267164.238,5108704.278,-44.09913156,168.8417766
718,585400,Hokitika Urban,3.91030374,3.91030374,1433935.095,5268430.486,-42.7186773,170.9718653
719,585502,Hanmer Springs,4.2303461,4.2303461,1585464.806,5292137.627,-42.52300206,172.8230351
720,585504,Culverden,22.69045483,22.69045483,1586694.831,5263925.378,-42.77709263,172.8373499
721,585505,Waiau,0.97268053,0.97268053,1603611.602,5277410.135,-42.65576217,173.0440644
722,585506,Amuri,4172.604693,4172.604693,1576966.47,5287211.204,-42.56716148,172.7193708
723,585601,Parnassus,992.300245,992.300245,1620550.57,5269049.284,-42.7307898,173.2510352
724,585602,Cheviot,2.22944211,2.22944211,1621816.05,5259839.319,-42.81369386,173.2668493
725,585700,Hurunui,2465.163891,2451.62616,1562759.776,5250488.546,-42.89730282,172.5438708
726,586405,Courtenay,0.76776715,0.76776715,1572463.529,5195550.084,-43.39241924,172.6599921
727,586407,Kaiapoi East,0.998876,0.998876,1573029.741,5196537.311,-43.3835505,172.667032
728,586408,Kaiapoi North West,3.05892962,3.05892962,1572161.285,5198157.163,-43.36893309,172.6563928
729,586409,Kaiapoi North East,4.20827928,4.20827928,1573530.559,5198183.417,-43.36874622,172.6732945
730,586501,Clarkville,24.45743786,24.45743786,1569418.208,5194152.241,-43.40488781,172.6223125
731,586503,Kaiapoi West,0.42551197,0.42551197,1571138.166,5196695.91,-43.38205205,172.6436879
732,586504,Silverstream,0.9711189,0.9711189,1570614.862,5197055.493,-43.37879394,172.6372469
733,586603,Mandeville,87.5570086,87.5570086,1560752.867,5194924.002,-43.39753528,172.5153536
734,586604,Ohoka,24.29009829,24.29009829,1566333.522,5196300.102,-43.38541582,172.5843495
735,586605,West Eyreton,98.23127091,98.23127091,1552034.707,5200351.684,-43.34815743,172.4081773
736,586606,Eyrewell,183.1038079,183.1038079,1545741.18,5193416.15,-43.41017596,172.3298417
737,586801,Ashley Gorge,797.5500294,797.5500294,1528658.732,5213178.14,-43.23081752,172.1214431
738,586802,Oxford,10.91169737,10.91169737,1533921.534,5206157.371,-43.29451022,172.1854046
739,586900,Darfield,3.37204853,3.37204853,1527823.301,5184514.81,-43.48880639,172.1073807
740,587010,Kirwee,465.4579653,465.4579653,1532700.978,5180168.964,-43.52838848,172.1671592
741,587020,Burnham Military Camp,1.4938334,1.4938334,1543756.455,5170635.561,-43.61513735,172.3029731
742,587100,Malvern,4579.1213,4542.390011,1495478.644,5220724.155,-43.15901725,171.7143475
743,587302,Halswell South,1.28435451,1.28435451,1565126.677,5173872.889,-43.58729682,172.5680134
744,587303,Oaklands West,1.66374639,1.66374639,1563614.026,5175857.961,-43.5693511,172.5494096
745,587304,Oaklands East,1.32615355,1.32615355,1564614.87,5175112.683,-43.5761097,172.5617547
746,587400,Hornby North,2.94551079,2.94551079,1561963.815,5179325.631,-43.53804615,172.5292178
747,587500,Hornby South,1.96270413,1.96270413,1562012.932,5178237.871,-43.54784276,172.5297496
748,587701,Sockburn,2.74109634,2.74109634,1564288.789,5179711.693,-43.53468492,172.558019
749,587702,Wigram,7.12795115,7.12795115,1563882.779,5177729.973,-43.5525087,172.5528623
750,587811,Yaldhurst,21.26500424,21.26500424,1561689.31,5183804.44,-43.49770507,172.526136
751,587812,Broomfield,2.46120253,2.46120253,1562620.14,5180565.965,-43.52691139,172.5374264
752,589300,Holmwood,1.09350449,1.09350449,1568349.887,5181420.132,-43.5194853,172.6083796
753,589400,Fendalton,1.64523849,1.64523849,1566426.94,5181520.482,-43.51849777,172.584593
754,589500,Deans Bush,0.92533278,0.92533278,1567334.409,5180947.936,-43.52369325,172.5957866
755,589601,Hawthornden,2.29865794,2.29865794,1563578.136,5182669.295,-43.50802037,172.5494221
756,589602,Merrin,0.53774123,0.53774123,1564423.873,5182381.805,-43.51064969,172.5598657
757,589700,Westburn,1.01172873,1.01172873,1565203.234,5182107.849,-43.5131531,172.5694898
758,589800,Avonhead West,0.9993997,0.9993997,1563066.935,5181434.92,-43.51910957,172.5430143
759,589900,Avonhead,1.16559133,1.16559133,1564148.606,5181281.48,-43.52054386,172.5563877
760,590000,Ilam,1.45625079,1.45625079,1565144.974,5181064.555,-43.52254422,172.5687022
761,590100,Upper Riccarton,0.96493816,0.96493816,1565684.697,5180413.255,-43.52843353,172.5753394
762,590200,Wharenui,0.83894454,0.83894454,1566105.33,5179684.816,-43.53501161,172.5804992
763,590300,Middleton,4.78722747,4.78722747,1566557.479,5178327.675,-43.54725171,172.5860115
764,590400,Belfast,23.51844646,23.51844646,1568668.008,5189858.168,-43.4435216,172.6128013
765,590501,Travis Wetland,3.51879709,3.51879709,1574687.382,5185541.703,-43.48261569,172.6869867
766,590504,Mairehau North,1.83228865,1.83228865,1571170.031,5184532.332,-43.49157688,172.6434388
767,590505,Westhaven,1.03544206,1.03544206,1573540.471,5184365.094,-43.49317038,172.6727471
768,590506,Highfield Park,6.08641466,6.08641466,1571297.264,5186069.271,-43.47774294,172.6450934
769,590507,Prestons,5.86711006,5.86711006,1573296.173,5186763.346,-43.4715674,172.6698433
770,590602,Parklands,1.56430531,1.56430531,1575641.996,5186095.39,-43.47766188,172.6988159
771,590603,Waimairi Beach,1.76828655,1.76828655,1576779.504,5185875.834,-43.47967499,172.7128716
772,590604,Styx,41.11825993,39.43922045,1574500.287,5191185.553,-43.4317908,172.6849371
773,590701,Mona Vale,0.93594501,0.93594501,1567748.247,5180580.419,-43.52702037,172.6008856
774,590702,Riccarton West,0.62256726,0.62256726,1566984.418,5179785.554,-43.53414397,172.5913852
775,590800,Riccarton,1.0894323,1.0894323,1568015.269,5179903.067,-43.53313076,172.6041501
776,590900,Riccarton South,0.79748224,0.79748224,1568309.232,5179100.261,-43.54037179,172.6077413
777,591101,Cashmere West,8.73959065,8.73959065,1569953.494,5173665.133,-43.58937774,172.6277918
778,593502,Phillipstown,1.28439237,1.28439237,1572616.728,5179534.452,-43.53663279,172.6610791
779,593600,Linwood North,0.85758054,0.85758054,1573512.689,5180493.313,-43.52803144,172.6722149
780,593700,Linwood East,0.89651113,0.89651113,1574283.867,5180181.015,-43.53087036,172.6817434
781,593800,Bexley,2.77568238,2.77568238,1576931.886,5181561.772,-43.51852434,172.7145729
782,593900,Bromley,7.48699309,7.48699309,1576035.439,5179711.421,-43.53515694,172.7033994
783,594010,Woolston West,1.29520258,1.29520258,1573762.678,5179062.85,-43.5409203,172.6752394
784,594020,Ferrymead,2.05602293,2.05602293,1575293.378,5177931.081,-43.5511631,172.6941343
785,594100,Woolston South,1.69708532,1.69708532,1574232.013,5177526.289,-43.55477198,172.6809757
786,594200,Ensors,1.36829113,1.36829113,1572946.036,5178435.229,-43.54654229,172.6651
787,594300,Opawa,1.99148962,1.99148962,1572812.368,5177321.248,-43.55656779,172.6633896
788,594400,St Martins,1.87173415,1.87173415,1571982.545,5176662.773,-43.56246601,172.6530817
789,594500,Waltham,0.86091644,0.86091644,1571780.507,5178605.537,-43.54496565,172.6506811
790,594600,Sydenham,2.79300261,2.79300261,1570794.307,5178225.225,-43.54835205,172.6384531
791,594700,Addington,1.06265238,1.06265238,1569299.114,5178689.079,-43.54411547,172.6199702
