Meshblock (2013 Areas),Year,2001 proportion single family households
MB 0356900,2006,0.857142857
MB 0357000,2006,0.866666667
MB 0357100,2006,1
MB 0357200,2006,#VALUE!
MB 0357300,2006,0.6
MB 0357400,2006,0.666666667
MB 0357500,2006,0.421052632
MB 0357600,2006,#VALUE!
MB 0357700,2006,0.571428571
MB 0357800,2006,0.714285714
MB 0357900,2006,0.692307692
MB 0358000,2006,0.8
MB 0358100,2006,0.807692308
MB 0358200,2006,0.88
MB 0358300,2006,0.75
MB 0358407,2006,#VALUE!
MB 0358409,2006,#VALUE!
MB 0358410,2006,#VALUE!
MB 0358411,2006,#VALUE!
MB 0358413,2006,#VALUE!
MB 0358414,2006,#VALUE!
MB 0358415,2006,#VALUE!
MB 0358416,2006,#VALUE!
MB 0358417,2006,#VALUE!
MB 0358418,2006,#VALUE!
MB 0358419,2006,#VALUE!
MB 0358422,2006,#VALUE!
MB 0358423,2006,#VALUE!
MB 0358424,2006,#VALUE!
MB 0358425,2006,#VALUE!
MB 0358428,2006,#VALUE!
MB 0358430,2006,#VALUE!
MB 0358431,2006,#VALUE!
MB 0358433,2006,#VALUE!
MB 0358434,2006,0.461538462
MB 0358435,2006,#VALUE!
MB 0358437,2006,#VALUE!
MB 0358438,2006,#VALUE!
MB 0358439,2006,#VALUE!
MB 0358440,2006,#VALUE!
MB 0358441,2006,#VALUE!
MB 0358442,2006,#VALUE!
MB 0358443,2006,#VALUE!
MB 0358500,2006,0.75
MB 0358600,2006,0.666666667
MB 0358700,2006,0.666666667
MB 0358800,2006,0.666666667
MB 0358900,2006,0.75
MB 0359000,2006,0.615384615
MB 0359100,2006,0.4375
MB 0359200,2006,0.733333333
MB 0359300,2006,0.75
MB 0359400,2006,0.733333333
MB 0359500,2006,0.789473684
MB 0359600,2006,0.653846154
MB 0359701,2006,0.777777778
MB 0359702,2006,#VALUE!
MB 0359800,2006,0.5
MB 0359900,2006,0.8
MB 0360000,2006,0.625
MB 0360100,2006,#VALUE!
MB 0360200,2006,0.727272727
MB 0360300,2006,0.785714286
MB 0360400,2006,0.588235294
MB 0360500,2006,0.6
MB 0360600,2006,0.636363636
MB 0360700,2006,0.611111111
MB 0360800,2006,0.722222222
MB 0360900,2006,0.714285714
MB 0361000,2006,0.714285714
MB 0361100,2006,0.5
MB 0361200,2006,0.6
MB 0361300,2006,0.684210526
MB 0361400,2006,0.7
MB 0361500,2006,0.78125
MB 0361600,2006,0.65625
MB 0361701,2006,0.714285714
MB 0361702,2006,0.636363636
MB 0361703,2006,0.833333333
MB 0361800,2006,0.80952381
MB 0361900,2006,0.555555556
MB 0362000,2006,0.75
MB 0362100,2006,0.6
MB 0362201,2006,0.666666667
MB 0362202,2006,1
MB 0362300,2006,0.705882353
MB 0362400,2006,0.846153846
MB 0362501,2006,0.75
MB 0362502,2006,0.333333333
MB 0362600,2006,0.5
MB 0362701,2006,0.4
MB 0362702,2006,0.714285714
MB 0362800,2006,0.764705882
MB 0362900,2006,0.75
MB 0363001,2006,0.666666667
MB 0363002,2006,0.8
MB 0363003,2006,0.666666667
MB 0363100,2006,0.75
MB 0363200,2006,0.529411765
MB 0363301,2006,0.777777778
MB 0363302,2006,0.833333333
MB 0363400,2006,0.571428571
MB 0363501,2006,0.636363636
MB 0363502,2006,0.526315789
MB 0363600,2006,0.666666667
MB 0363700,2006,0.8125
MB 0363800,2006,0.714285714
MB 0363901,2006,1
MB 0363902,2006,0.636363636
MB 0364001,2006,0.692307692
MB 0364002,2006,0.555555556
MB 0364100,2006,0.615384615
MB 0364200,2006,0.625
MB 0364300,2006,0.75
MB 0364401,2006,1
MB 0364402,2006,#VALUE!
MB 0364500,2006,0.653846154
MB 0364601,2006,0.152542373
MB 0364602,2006,#VALUE!
MB 0364700,2006,0.833333333
MB 0364800,2006,0.2
MB 0364900,2006,0.666666667
MB 0365000,2006,#VALUE!
MB 0365100,2006,0.857142857
MB 0365200,2006,0.555555556
MB 0365300,2006,0.5
MB 0365400,2006,0.538461538
MB 0365500,2006,0.777777778
MB 0365600,2006,#VALUE!
MB 0365700,2006,0.555555556
MB 0365800,2006,0.592592593
MB 0365900,2006,0.7
MB 0366000,2006,0.708333333
MB 0366100,2006,0.6875
MB 0366201,2006,0.590909091
MB 0366202,2006,0.6
MB 0366300,2006,0.681818182
MB 0366401,2006,0.85
MB 0366402,2006,1
MB 0366501,2006,0.583333333
MB 0366502,2006,#VALUE!
MB 0366601,2006,#VALUE!
MB 0366602,2006,0.714285714
MB 0366700,2006,0.772727273
MB 0366800,2006,0.727272727
MB 0366901,2006,0.6875
MB 0366902,2006,0.642857143
MB 0367000,2006,0.631578947
MB 0367100,2006,0.653846154
MB 0367200,2006,0.823529412
MB 0367300,2006,0.75
MB 0367400,2006,0.777777778
MB 0367500,2006,0.772727273
MB 0367601,2006,1
MB 0367602,2006,#VALUE!
MB 0367701,2006,0.833333333
MB 0367702,2006,0.086956522
MB 0367703,2006,0.636363636
MB 0367704,2006,1
MB 0367800,2006,0.8
MB 0367900,2006,0.9375
MB 0368000,2006,0.733333333
MB 0368100,2006,0.727272727
MB 0368200,2006,0.8
MB 0368300,2006,0.666666667
MB 0368400,2006,0.727272727
MB 0368500,2006,0.8
MB 0368601,2006,0.833333333
MB 0368602,2006,0.833333333
MB 0368700,2006,0.636363636
MB 0368800,2006,0.6875
MB 0368900,2006,0.714285714
MB 0369000,2006,0.777777778
MB 0369101,2006,0.833333333
MB 0369102,2006,0.818181818
MB 0369103,2006,1
MB 0369200,2006,0.818181818
MB 0369300,2006,0.75
MB 0369400,2006,0.789473684
MB 0369501,2006,0.9
MB 0369502,2006,1
MB 0369600,2006,0.8
MB 0369701,2006,0.555555556
MB 0369702,2006,0.777777778
MB 0369800,2006,0.733333333
MB 0369900,2006,0.625
MB 0370000,2006,0.555555556
MB 0370100,2006,0.625
MB 0370200,2006,0.666666667
MB 0370300,2006,0.625
MB 0370400,2006,0.733333333
MB 0370500,2006,0.75
MB 0370600,2006,0.818181818
MB 0370700,2006,0.842105263
MB 0370800,2006,0.333333333
MB 0370900,2006,0.823529412
MB 0371001,2006,0.6
MB 0371002,2006,0.8
MB 0371100,2006,0.785714286
MB 0371201,2006,0.294117647
MB 0371202,2006,0.545454545
MB 0371300,2006,0.9
MB 0371400,2006,0.818181818
MB 0371501,2006,1
MB 0371502,2006,0.56
MB 0371600,2006,0.4
MB 0371700,2006,0.6
MB 0371800,2006,0.714285714
MB 0371900,2006,0.846153846
MB 0372000,2006,0.736842105
MB 0372101,2006,0.684210526
MB 0372102,2006,0.842105263
MB 0372103,2006,0.714285714
MB 0372104,2006,0.47826087
MB 0372200,2006,0.666666667
MB 0372300,2006,0.80952381
MB 0372400,2006,0.714285714
MB 0372500,2006,0.75
MB 0372600,2006,0.727272727
MB 0372700,2006,0.8
MB 0372800,2006,0.714285714
MB 0372900,2006,0.571428571
MB 0373001,2006,1
MB 0373002,2006,0.727272727
MB 0373100,2006,0.75
MB 0373200,2006,0.692307692
MB 0373300,2006,0.625
MB 0373400,2006,1
MB 0373500,2006,0.785714286
MB 0373600,2006,0.777777778
MB 0373700,2006,0.833333333
MB 0373800,2006,0.846153846
MB 0373900,2006,0.714285714
MB 0374000,2006,0.5
MB 0374101,2006,0.8
MB 0374102,2006,0.777777778
MB 0374200,2006,0.642857143
MB 0374300,2006,0.785714286
MB 0374400,2006,0.869565217
MB 0374500,2006,0.7
MB 0374600,2006,0.684210526
MB 0374700,2006,0.8
MB 0374800,2006,0.727272727
MB 0374900,2006,0.857142857
MB 0375001,2006,0.75
MB 0375002,2006,0.714285714
MB 0375100,2006,0.5
MB 0375200,2006,0.909090909
MB 0375300,2006,0.666666667
MB 0375400,2006,0.666666667
MB 0375500,2006,0.833333333
MB 0375600,2006,0.727272727
MB 0375700,2006,0.727272727
MB 0375800,2006,0.785714286
MB 0375900,2006,0.722222222
MB 0376000,2006,0.625
MB 0376101,2006,0.75
MB 0376102,2006,0.6
MB 0376200,2006,0.733333333
MB 0376300,2006,0.611111111
MB 0376401,2006,0.833333333
MB 0376402,2006,0.833333333
MB 0376403,2006,0.833333333
MB 0376500,2006,0.642857143
MB 0376600,2006,0.769230769
MB 0376700,2006,0.6
MB 0376800,2006,0.666666667
MB 0376900,2006,0.772727273
MB 0377000,2006,0.75
MB 0377100,2006,0.6
MB 0377200,2006,0.666666667
MB 0377301,2006,0.875
MB 0377302,2006,0.142857143
MB 0377303,2006,0.857142857
MB 0377304,2006,0.8
MB 0377401,2006,0.833333333
MB 0377402,2006,0.6
MB 0377403,2006,0.777777778
MB 0377500,2006,0.7
MB 0377600,2006,0.692307692
MB 0377701,2006,0.727272727
MB 0377702,2006,0.833333333
MB 0377800,2006,0.555555556
MB 0377901,2006,0.714285714
MB 0377902,2006,0.666666667
MB 0378001,2006,0.666666667
MB 0378002,2006,0.666666667
MB 0378003,2006,0.8
MB 0378100,2006,0.590909091
MB 0378201,2006,0.571428571
MB 0378202,2006,#VALUE!
MB 0378301,2006,0.571428571
MB 0378302,2006,0.75
MB 0378303,2006,0.692307692
MB 0378401,2006,0.8
MB 0378402,2006,0.75
MB 0378500,2006,0.7
MB 0378601,2006,0.428571429
MB 0378602,2006,0.8
MB 0378701,2006,0.75
MB 0378702,2006,0.666666667
MB 0378800,2006,0.705882353
MB 0378901,2006,0.9
MB 0378902,2006,0.75
MB 0379000,2006,0.636363636
MB 0379100,2006,0.666666667
MB 0379200,2006,0.695652174
MB 0379300,2006,0.684210526
MB 0379401,2006,0.846153846
MB 0379402,2006,0.75
MB 0379403,2006,1
MB 0379500,2006,0.652173913
MB 0379600,2006,0.7
MB 0379700,2006,0.75
MB 0379800,2006,1
MB 0379900,2006,0.714285714
MB 0380001,2006,0.75
MB 0380002,2006,0.5
MB 0380003,2006,0.428571429
MB 0380100,2006,0.75
MB 0380200,2006,0.772727273
MB 0380300,2006,0.565217391
MB 0380400,2006,0.588235294
MB 0380502,2006,0.833333333
MB 0380503,2006,0.444444444
MB 0380504,2006,0.666666667
MB 0380505,2006,0.5
MB 0380506,2006,0.2
MB 0380600,2006,0.666666667
MB 0380700,2006,0.944444444
MB 0380800,2006,0.777777778
MB 0380900,2006,0.733333333
MB 0381000,2006,0.727272727
MB 0381101,2006,0.608695652
MB 0381102,2006,0.7
MB 0381200,2006,0.636363636
MB 0381301,2006,0.444444444
MB 0381302,2006,0.625
MB 0381400,2006,0.703703704
MB 0381500,2006,0.6
MB 0381600,2006,0.6
MB 0381700,2006,0.65
MB 0381801,2006,0.666666667
MB 0381802,2006,0.2
MB 0381900,2006,0.681818182
MB 0382000,2006,0.571428571
MB 0382101,2006,0.625
MB 0382102,2006,0.666666667
MB 0382103,2006,0.75
MB 0382104,2006,0.75
MB 0382200,2006,0.464285714
MB 0382300,2006,0.739130435
MB 0382400,2006,#VALUE!
MB 0382500,2006,0.384615385
MB 0382600,2006,0.8
MB 0382700,2006,0.571428571
MB 0382800,2006,0.666666667
MB 0382901,2006,0.6
MB 0382902,2006,0.666666667
MB 0382903,2006,0.666666667
MB 0382904,2006,0.5
MB 0383000,2006,0.642857143
MB 0383100,2006,0.64
MB 0383200,2006,0.705882353
MB 0383300,2006,0.72
MB 0383400,2006,0.523809524
MB 0383500,2006,0.619047619
MB 0383600,2006,0.692307692
MB 0383701,2006,0.363636364
MB 0383702,2006,0.5
MB 0383703,2006,0.6
MB 0383704,2006,0.5
MB 0383801,2006,0.722222222
MB 0383802,2006,0.705882353
MB 0383900,2006,0.565217391
MB 0384000,2006,0.5
MB 0384100,2006,0.692307692
MB 0384200,2006,0.642857143
MB 0384300,2006,0.565217391
MB 0384400,2006,0.565217391
MB 0384500,2006,0.65
MB 0384600,2006,0.470588235
MB 0384701,2006,#VALUE!
MB 0384703,2006,0.5
MB 0384704,2006,0.25
MB 0384705,2006,0.666666667
MB 0384800,2006,0.684210526
MB 0384901,2006,0.714285714
MB 0384902,2006,0.636363636
MB 0384903,2006,#VALUE!
MB 0385000,2006,0.692307692
MB 0385100,2006,0.545454545
MB 0385200,2006,0.777777778
MB 0385300,2006,0.529411765
MB 0385400,2006,0.583333333
MB 0385500,2006,0.466666667
MB 0385600,2006,0.714285714
MB 0385700,2006,0.571428571
MB 0385801,2006,0.625
MB 0385802,2006,0.6
MB 0385803,2006,#VALUE!
MB 0385900,2006,0.428571429
MB 0386001,2006,0.75
MB 0386002,2006,0.5
MB 0386003,2006,0.5
MB 0386100,2006,0.681818182
MB 0386200,2006,0.705882353
MB 0386300,2006,0.652173913
MB 0386401,2006,0.714285714
MB 0386402,2006,0.692307692
MB 0386502,2006,0.888888889
MB 0386503,2006,0.444444444
MB 0386504,2006,0.7
MB 0386505,2006,0.857142857
MB 0386600,2006,0.611111111
MB 0386700,2006,0.8
MB 0386801,2006,0.857142857
MB 0386802,2006,0.8
MB 0386803,2006,0.8
MB 0386901,2006,0.75
MB 0386902,2006,0.777777778
MB 0386903,2006,0.714285714
MB 0386904,2006,0.666666667
MB 0387002,2006,0.4
MB 0387003,2006,0.733333333
MB 0387004,2006,0.714285714
MB 0387005,2006,0.2
MB 0387006,2006,0.714285714
MB 0387007,2006,0.8
MB 0387008,2006,0.777777778
MB 0387009,2006,#VALUE!
MB 0387100,2006,0.428571429
MB 0387200,2006,0.730769231
MB 0387300,2006,0.75
MB 0387401,2006,0.666666667
MB 0387402,2006,0.5
MB 0387500,2006,0.8125
MB 0387601,2006,0.625
MB 0387602,2006,0.64516129
MB 0387701,2006,1
MB 0387702,2006,1
MB 0387801,2006,0.833333333
MB 0387802,2006,0.75
MB 0387900,2006,0.444444444
MB 0388000,2006,0.823529412
MB 0388100,2006,0.7
MB 0388200,2006,0.615384615
MB 0388301,2006,0.678571429
MB 0388302,2006,0.6
MB 0388401,2006,0.714285714
MB 0388402,2006,#VALUE!
MB 0388500,2006,0.714285714
MB 0388600,2006,0.714285714
MB 0388700,2006,0.764705882
MB 0388800,2006,0.666666667
MB 0388900,2006,0.764705882
MB 0389001,2006,0.625
MB 0389003,2006,1
MB 0389004,2006,0.692307692
MB 0389005,2006,0.75
MB 0389101,2006,0.761904762
MB 0389102,2006,0.75
MB 0389200,2006,#VALUE!
MB 0389300,2006,#VALUE!
MB 0389400,2006,#VALUE!
MB 0389500,2006,#VALUE!
MB 0389601,2006,0.75
MB 0389602,2006,0.761904762
MB 0389700,2006,0.777777778
MB 0389800,2006,0.642857143
MB 0389900,2006,0.666666667
MB 0390000,2006,0.657894737
MB 0390100,2006,0.666666667
MB 0390200,2006,0.555555556
MB 0390300,2006,#VALUE!
MB 0390401,2006,#VALUE!
MB 0390402,2006,#VALUE!
MB 0390501,2006,0.5625
MB 0390502,2006,#VALUE!
MB 0390600,2006,0.545454545
MB 0390701,2006,#VALUE!
MB 0390702,2006,0.444444444
MB 0390801,2006,0.714285714
MB 0390802,2006,0.6
MB 0390900,2006,0.666666667
MB 0391000,2006,0.470588235
MB 0391100,2006,0.526315789
MB 0391200,2006,0.526315789
MB 0391300,2006,0.733333333
MB 0391400,2006,0.714285714
MB 0391500,2006,0.727272727
MB 0391601,2006,#VALUE!
MB 0391602,2006,#VALUE!
MB 0391700,2006,0.4375
MB 0391800,2006,0.545454545
MB 0391900,2006,0.5
MB 0392000,2006,0.6
MB 0392100,2006,0.653846154
MB 0392200,2006,0.8
MB 0392300,2006,0.681818182
MB 0392400,2006,0.375
MB 0392500,2006,0.6
MB 0392600,2006,0.466666667
MB 0392700,2006,0.75
MB 0392800,2006,0.818181818
MB 0392900,2006,0.5
MB 0393000,2006,0.769230769
MB 0393100,2006,0.785714286
MB 0393200,2006,0.739130435
MB 0393300,2006,0.666666667
MB 0393400,2006,0.619047619
MB 0393500,2006,0.705882353
MB 0393600,2006,0.692307692
MB 0393701,2006,0.666666667
MB 0393702,2006,0
MB 0393800,2006,0.705882353
MB 0393900,2006,0.769230769
MB 0394000,2006,0.264705882
MB 0394100,2006,0.538461538
MB 0394200,2006,0.714285714
MB 0394300,2006,0.785714286
MB 0394400,2006,0.695652174
MB 0394500,2006,0.818181818
MB 0394600,2006,0.857142857
MB 0394700,2006,0.647058824
MB 0394800,2006,0.75
MB 0394900,2006,0.571428571
MB 0395000,2006,0.727272727
MB 0395100,2006,0.8
MB 0395200,2006,0.6875
MB 0395300,2006,0.769230769
MB 0395400,2006,0.625
MB 0395500,2006,0.571428571
MB 0395600,2006,0.777777778
MB 0395700,2006,0.518518519
MB 0395800,2006,#VALUE!
MB 0395900,2006,0.647058824
MB 0396000,2006,0.666666667
MB 0396100,2006,0.47826087
MB 0396200,2006,0.578947368
MB 0396300,2006,0.681818182
MB 0396400,2006,0.636363636
MB 0396500,2006,0.571428571
MB 0396600,2006,0.666666667
MB 0396700,2006,#VALUE!
MB 0396800,2006,0.6
MB 0396900,2006,0.6
MB 0397000,2006,0.55
MB 0397100,2006,0.529411765
MB 0397200,2006,0.727272727
MB 0397300,2006,0.588235294
MB 0397400,2006,0.666666667
MB 0397500,2006,0.625
MB 0397600,2006,#VALUE!
MB 0397700,2006,0.588235294
MB 0397800,2006,0.5
MB 0397900,2006,0.5
MB 0398000,2006,0.684210526
MB 0398100,2006,0.714285714
MB 0398200,2006,0.583333333
MB 0398300,2006,0.375
MB 0398400,2006,0.571428571
MB 0398500,2006,0.727272727
MB 0398600,2006,0.636363636
MB 0398700,2006,0.727272727
MB 0398800,2006,0.666666667
MB 0398900,2006,0.6875
MB 0399000,2006,0.733333333
MB 0399100,2006,0.692307692
MB 0399200,2006,0.5
MB 0399300,2006,0.714285714
MB 0399400,2006,0.761904762
MB 0399500,2006,0.571428571
MB 0399600,2006,0.571428571
MB 0399700,2006,0.764705882
MB 0399800,2006,0.714285714
MB 0399900,2006,0.571428571
MB 0400000,2006,0.6
MB 0400100,2006,0.6
MB 0400200,2006,0.666666667
MB 0400300,2006,0.785714286
MB 0400400,2006,0.833333333
MB 0400500,2006,0.833333333
MB 0400600,2006,0.5
MB 0400700,2006,0.615384615
MB 0400800,2006,0.7
MB 0400900,2006,0.529411765
MB 0401000,2006,0.75
MB 0401100,2006,0.777777778
MB 0401200,2006,0.666666667
MB 0401300,2006,0.625
MB 0401400,2006,0.8
MB 0401500,2006,0.875
MB 0401600,2006,0.75
MB 0401700,2006,0.722222222
MB 0401800,2006,0.647058824
MB 0401900,2006,0.705882353
MB 0402000,2006,0.666666667
MB 0402100,2006,0.428571429
MB 0402200,2006,0.525
MB 0402300,2006,0.555555556
MB 0402400,2006,0.6
MB 0402500,2006,0.6
MB 0402600,2006,0.75
MB 0402700,2006,0.615384615
MB 0402800,2006,0.419354839
MB 0402900,2006,0.615384615
MB 0403000,2006,0.846153846
MB 0403100,2006,0.65
MB 0403200,2006,0.6875
MB 0403300,2006,0.6875
MB 0403400,2006,0.75
MB 0403500,2006,0.615384615
MB 0403600,2006,0.65
MB 0403700,2006,0.625
MB 0403800,2006,0.7
MB 0403900,2006,0.727272727
MB 0404000,2006,0.705882353
MB 0404100,2006,0.666666667
MB 0404200,2006,0.777777778
MB 0404300,2006,0.666666667
MB 0404400,2006,0.545454545
MB 0404500,2006,0.6
MB 0404600,2006,0.428571429
MB 0404700,2006,0.6
MB 0404800,2006,0.666666667
MB 0404900,2006,0.6
MB 0405000,2006,0.6
MB 0405100,2006,0.555555556
MB 0405200,2006,0.5625
MB 0405300,2006,0.55
MB 0405400,2006,0.555555556
MB 0405500,2006,0.6
MB 0405600,2006,0.666666667
MB 0405700,2006,0.681818182
MB 0405800,2006,0.538461538
MB 0405900,2006,0.666666667
MB 0406000,2006,0.666666667
MB 0406101,2006,0.333333333
MB 0406102,2006,0.4
MB 0406201,2006,0.666666667
MB 0406202,2006,0.625
MB 0406300,2006,#VALUE!
MB 0406401,2006,0.5
MB 0406402,2006,0.714285714
MB 0406403,2006,#VALUE!
MB 0406404,2006,0.5
MB 0406501,2006,0.5
MB 0406502,2006,0.666666667
MB 0406601,2006,0.666666667
MB 0406602,2006,#VALUE!
MB 0406603,2006,0.230769231
MB 0406700,2006,0.833333333
MB 0406800,2006,0.454545455
MB 0406900,2006,0.7
MB 0407000,2006,0.625
MB 0407100,2006,0.428571429
MB 0407200,2006,0.428571429
MB 0407300,2006,0.555555556
MB 0407400,2006,0.5
MB 0407500,2006,0.555555556
MB 0407600,2006,0.6
MB 0407700,2006,0.666666667
MB 0407800,2006,0.615384615
MB 0407900,2006,0.5
MB 0408000,2006,0.714285714
MB 0408100,2006,0.5625
MB 0408200,2006,0.5
MB 0408300,2006,0.444444444
MB 0408400,2006,0.6
MB 0408500,2006,0.642857143
MB 0408600,2006,0.714285714
MB 0408700,2006,0.432432432
MB 0408800,2006,0.555555556
MB 0408900,2006,0.666666667
MB 0409000,2006,0.6
MB 0409100,2006,0.714285714
MB 0409200,2006,#VALUE!
MB 0409300,2006,0.5
MB 0409400,2006,0.625
MB 0409500,2006,0.75
MB 0409600,2006,0.6
MB 0409700,2006,0.6
MB 0409800,2006,0.5
MB 0409900,2006,0.666666667
MB 0410000,2006,0.476190476
MB 0410100,2006,0.571428571
MB 0410200,2006,0.666666667
MB 0410300,2006,0.571428571
MB 0410400,2006,0.444444444
MB 0410500,2006,0.571428571
MB 0410600,2006,0.545454545
MB 0410700,2006,0.714285714
MB 0410800,2006,0.583333333
MB 0410900,2006,0.333333333
MB 0411000,2006,#VALUE!
MB 0411100,2006,0.666666667
MB 0411200,2006,0.6
MB 0411300,2006,0.416666667
MB 0411400,2006,#VALUE!
MB 0411500,2006,0.714285714
MB 0411600,2006,#VALUE!
MB 0411700,2006,0
MB 0411800,2006,0.307692308
MB 0411900,2006,0.333333333
MB 0412000,2006,0.2
MB 0412100,2006,0.4
MB 0412200,2006,0.4
MB 0412301,2006,0.388888889
MB 0412302,2006,0.347826087
MB 0412401,2006,0.555555556
MB 0412402,2006,#VALUE!
MB 0412500,2006,0.333333333
MB 0412600,2006,0.666666667
MB 0412700,2006,1
MB 0412800,2006,0.6
MB 0412900,2006,#VALUE!
MB 0413001,2006,0.857142857
MB 0413002,2006,0.625
MB 0413003,2006,0.571428571
MB 0413004,2006,0.333333333
MB 0413005,2006,0.461538462
MB 0413006,2006,0.5
MB 0413100,2006,0.5
MB 0413200,2006,#VALUE!
MB 0413300,2006,0.5
MB 0413400,2006,0.363636364
MB 0413500,2006,#VALUE!
MB 0413600,2006,0.571428571
MB 0413700,2006,0.6
MB 0413800,2006,0.8
MB 0413900,2006,0.65
MB 0414000,2006,0.571428571
MB 0414100,2006,0.571428571
MB 0414200,2006,0.391304348
MB 0414300,2006,0.857142857
MB 0414400,2006,0.8
MB 0414500,2006,0.6
MB 0414600,2006,0.714285714
MB 0414700,2006,0.714285714
MB 0414800,2006,0.818181818
MB 0414900,2006,0.5
MB 0415000,2006,0.833333333
MB 0415100,2006,0.482758621
MB 0415200,2006,#VALUE!
MB 0415300,2006,#VALUE!
MB 0415400,2006,0.571428571
MB 0415500,2006,0.454545455
MB 0415600,2006,0.666666667
MB 0415700,2006,0.454545455
MB 0415800,2006,0.714285714
MB 0415900,2006,#VALUE!
MB 0416000,2006,0.258064516
MB 0416100,2006,0.5
MB 0416200,2006,0.5
MB 0416300,2006,0.357142857
MB 0416400,2006,0.666666667
MB 0416500,2006,0.285714286
MB 0416600,2006,0.588235294
MB 0416700,2006,0.444444444
MB 0416800,2006,0.714285714
MB 0416900,2006,0.384615385
MB 0417001,2006,0.545454545
MB 0417002,2006,0.5
MB 0417003,2006,#VALUE!
MB 0417100,2006,0.3
MB 0417200,2006,#VALUE!
MB 0417300,2006,0.6
MB 0417400,2006,#VALUE!
MB 0417500,2006,#VALUE!
MB 0417600,2006,0.423076923
MB 0417700,2006,#VALUE!
MB 0417800,2006,#VALUE!
MB 0417900,2006,#VALUE!
MB 0418000,2006,0.285714286
MB 0418100,2006,#VALUE!
MB 0418200,2006,0.5
MB 0418300,2006,0.625
MB 0418400,2006,0.583333333
MB 0418500,2006,#VALUE!
MB 0418600,2006,0.4
MB 0418700,2006,0.5
MB 0418800,2006,0.142857143
MB 0418900,2006,0.375
MB 0419000,2006,0.555555556
MB 0419100,2006,0.666666667
MB 0419200,2006,0.6
MB 0419300,2006,0.5
MB 0419400,2006,0.4375
MB 0419500,2006,0.588235294
MB 0419600,2006,0.466666667
MB 0419702,2006,#VALUE!
MB 0419703,2006,#VALUE!
MB 0419704,2006,#VALUE!
MB 0419705,2006,0.666666667
MB 0419706,2006,0.571428571
MB 0419800,2006,0.25
MB 0419900,2006,0.571428571
MB 0420000,2006,0.6
MB 0420100,2006,0.875
MB 0420201,2006,#VALUE!
MB 0420202,2006,0.333333333
MB 0420203,2006,0.25
MB 0420204,2006,0.4
MB 0420300,2006,0.5
MB 0420400,2006,0.2
MB 0420500,2006,0.351351351
MB 0420600,2006,#VALUE!
MB 0420700,2006,#VALUE!
MB 0420801,2006,#VALUE!
MB 0420802,2006,0.357142857
MB 0420803,2006,0.6
MB 0420804,2006,#VALUE!
MB 0420805,2006,0.714285714
MB 0420806,2006,0.6
MB 0420807,2006,0.333333333
MB 0420900,2006,0.5
MB 0421000,2006,0.384615385
MB 0421100,2006,#VALUE!
MB 0421200,2006,0.428571429
MB 0421300,2006,0.714285714
MB 0421400,2006,0.818181818
MB 0421500,2006,0.625
MB 0421600,2006,0.533333333
MB 0421700,2006,0.6
MB 0421800,2006,0.625
MB 0421900,2006,0.733333333
MB 0422000,2006,0.875
MB 0422100,2006,0.736842105
MB 0422200,2006,0.666666667
MB 0422300,2006,0.75
MB 0422400,2006,0.714285714
MB 0422500,2006,0.6
MB 0422600,2006,0.555555556
MB 0422700,2006,0.666666667
MB 0422800,2006,0.45
MB 0422900,2006,0.75
MB 0423000,2006,0.416666667
MB 0423100,2006,0.75
MB 0423200,2006,0.333333333
MB 0423300,2006,0.6
MB 0423400,2006,0.523809524
MB 0423500,2006,0.6
MB 0423600,2006,#VALUE!
MB 0423700,2006,0.681818182
MB 0423800,2006,#VALUE!
MB 0423900,2006,0.565217391
MB 0424000,2006,0.516129032
MB 0424100,2006,0.625
MB 0424200,2006,0.5
MB 0424300,2006,0.3
MB 0424400,2006,0.666666667
MB 0424500,2006,0.571428571
MB 0424600,2006,0.555555556
MB 0424701,2006,1
MB 0424702,2006,0.636363636
MB 0424800,2006,0.636363636
MB 0424900,2006,0.615384615
MB 0425000,2006,0.5
MB 0425100,2006,0.764705882
MB 0425200,2006,0.583333333
MB 0425300,2006,0.666666667
MB 0425400,2006,0.6
MB 0425500,2006,0.444444444
MB 0425600,2006,#VALUE!
MB 0425701,2006,0.619047619
MB 0425702,2006,0.333333333
MB 0425800,2006,0.533333333
MB 0425900,2006,0.875
MB 0426000,2006,#VALUE!
MB 0426101,2006,0.6
MB 0426102,2006,#VALUE!
MB 0426103,2006,0.625
MB 0426104,2006,0.461538462
MB 0426105,2006,0.4
MB 0426106,2006,0.428571429
MB 0426107,2006,0.625
MB 0426108,2006,#VALUE!
MB 0426200,2006,0.692307692
MB 0426301,2006,0.555555556
MB 0426302,2006,0.5
MB 0426303,2006,0.571428571
MB 0426304,2006,#VALUE!
MB 0426400,2006,0.6
MB 0426500,2006,0.6
MB 0426601,2006,0.533333333
MB 0426602,2006,0.625
MB 0426700,2006,0.6
MB 0426800,2006,0.5
MB 0426900,2006,0.636363636
MB 0427000,2006,0.571428571
MB 0427100,2006,0.666666667
MB 0427200,2006,0.571428571
MB 0427300,2006,0.666666667
MB 0427400,2006,0.571428571
MB 0427500,2006,0.6875
MB 0427600,2006,0.846153846
MB 0427700,2006,0.733333333
MB 0427800,2006,0.636363636
MB 0427900,2006,0.6
MB 0428000,2006,0.75
MB 0428100,2006,#VALUE!
MB 0428200,2006,0.625
MB 0428300,2006,0.857142857
MB 0428400,2006,0.666666667
