Meshblock (2013 Areas),Year,2001 proportion single family households
MB 0428500,2006,#VALUE!
MB 0428600,2006,0.555555556
MB 0428700,2006,0.5
MB 0428800,2006,0.545454545
MB 0428900,2006,0.636363636
MB 0429000,2006,0.571428571
MB 0429100,2006,0.714285714
MB 0429200,2006,0.296296296
MB 0429300,2006,0.583333333
MB 0429400,2006,0.625
MB 0429500,2006,0.666666667
MB 0429600,2006,0.642857143
MB 0429700,2006,0.636363636
MB 0429800,2006,0.333333333
MB 0429900,2006,0.615384615
MB 0430000,2006,0.428571429
MB 0430100,2006,0.666666667
MB 0430200,2006,0.5
MB 0430300,2006,0.333333333
MB 0430400,2006,0.375
MB 0430500,2006,0.642857143
MB 0430600,2006,0.555555556
MB 0430700,2006,0.571428571
MB 0430800,2006,0.5
MB 0430900,2006,0.3125
MB 0431000,2006,0.45
MB 0431100,2006,#VALUE!
MB 0431200,2006,0.4
MB 0431300,2006,0.6
MB 0431400,2006,0.5
MB 0431500,2006,0.5
MB 0431600,2006,0.461538462
MB 0431700,2006,0.5
MB 0431800,2006,0.461538462
MB 0431900,2006,0.222222222
MB 0432000,2006,0.315789474
MB 0432100,2006,0.4
MB 0432200,2006,0.571428571
MB 0432300,2006,0.75
MB 0432400,2006,#VALUE!
MB 0432500,2006,#VALUE!
MB 0432601,2006,0.666666667
MB 0432602,2006,0.6875
MB 0432603,2006,0.5
MB 0432604,2006,0.476190476
MB 0432700,2006,0.571428571
MB 0432800,2006,#VALUE!
MB 0432900,2006,0.5
MB 0433001,2006,0.444444444
MB 0433003,2006,0.541666667
MB 0433004,2006,0.551724138
MB 0433005,2006,0.75
MB 0433006,2006,0.666666667
MB 0433101,2006,0.529411765
MB 0433102,2006,0.3125
MB 0433103,2006,0.4
MB 0433200,2006,0.342105263
MB 0433302,2006,0.538461538
MB 0433303,2006,0.354166667
MB 0433304,2006,0.545454545
MB 0433305,2006,0.416666667
MB 0433306,2006,0.4
MB 0433307,2006,0.428571429
MB 0433401,2006,#VALUE!
MB 0433402,2006,0.243243243
MB 0433403,2006,0.333333333
MB 0433404,2006,0.6
MB 0433501,2006,0.095238095
MB 0433502,2006,0.473684211
MB 0433503,2006,0.416666667
MB 0433600,2006,#VALUE!
MB 0433700,2006,0.357142857
MB 0433801,2006,#VALUE!
MB 0433802,2006,0.473684211
MB 0433900,2006,#VALUE!
MB 0434000,2006,#VALUE!
MB 0434101,2006,0.4
MB 0434103,2006,0.244444444
MB 0434104,2006,0.288135593
MB 0434105,2006,0.256410256
MB 0434200,2006,0.461538462
MB 0434300,2006,#VALUE!
MB 0434401,2006,0.411764706
MB 0434402,2006,0.413793103
MB 0434403,2006,0.444444444
MB 0434500,2006,0.290322581
MB 0434601,2006,0.3
MB 0434602,2006,0.56
MB 0434603,2006,#VALUE!
MB 0434701,2006,#VALUE!
MB 0434702,2006,0.5
MB 0434703,2006,#VALUE!
MB 0434801,2006,0.214285714
MB 0434802,2006,0.333333333
MB 0434901,2006,#VALUE!
MB 0434902,2006,#VALUE!
MB 0435000,2006,0.2
MB 0435100,2006,#VALUE!
MB 0435201,2006,0.272727273
MB 0435202,2006,0.5
MB 0435204,2006,0.5
MB 0435205,2006,0.3
MB 0435300,2006,#VALUE!
MB 0435400,2006,#VALUE!
MB 0435500,2006,0.555555556
MB 0435601,2006,0.473684211
MB 0435602,2006,0.5
MB 0435603,2006,0.545454545
MB 0435604,2006,0.5
MB 0435700,2006,#VALUE!
MB 0435801,2006,#VALUE!
MB 0435802,2006,0.3
MB 0435900,2006,#VALUE!
MB 0436001,2006,0.2
MB 0436002,2006,0.34375
MB 0436100,2006,#VALUE!
MB 0436201,2006,0.555555556
MB 0436202,2006,0.555555556
MB 0436203,2006,0.28
MB 0436204,2006,0.421052632
MB 0436300,2006,0.35
MB 0436401,2006,0.323529412
MB 0436402,2006,0.5
MB 0436500,2006,#VALUE!
MB 0436600,2006,0.513513514
MB 0436700,2006,0.25
MB 0436801,2006,0.217391304
MB 0436803,2006,0.2
MB 0436804,2006,0.333333333
MB 0436805,2006,0.25
MB 0436901,2006,0.411764706
MB 0436902,2006,0.347826087
MB 0436903,2006,0.2
MB 0436904,2006,#VALUE!
MB 0437000,2006,0.230769231
MB 0437101,2006,0.25
MB 0437102,2006,0.473684211
MB 0437200,2006,#VALUE!
MB 0437300,2006,#VALUE!
MB 0437400,2006,#VALUE!
MB 0437500,2006,#VALUE!
MB 0437600,2006,0.392857143
MB 0437701,2006,#VALUE!
MB 0437702,2006,0.441176471
MB 0437800,2006,0.416666667
MB 0437901,2006,0.5
MB 0437902,2006,0.461538462
MB 0437903,2006,#VALUE!
MB 0438000,2006,0.428571429
MB 0438102,2006,#VALUE!
MB 0438103,2006,#VALUE!
MB 0438104,2006,#VALUE!
MB 0438106,2006,#VALUE!
MB 0438107,2006,0.448979592
MB 0438203,2006,#VALUE!
MB 0438204,2006,#VALUE!
MB 0438206,2006,0.578947368
MB 0438209,2006,0.425
MB 0438210,2006,#VALUE!
MB 0438211,2006,#VALUE!
MB 0438212,2006,0.5
MB 0438213,2006,0.47826087
MB 0438214,2006,0.4
MB 0438215,2006,0.6
MB 0438216,2006,0.533333333
MB 0438217,2006,#VALUE!
MB 0438218,2006,#VALUE!
MB 0438219,2006,#VALUE!
MB 0438220,2006,0.333333333
MB 0438221,2006,0.363636364
MB 0438222,2006,0.375
MB 0438223,2006,0.392857143
MB 0438301,2006,#VALUE!
MB 0438302,2006,#VALUE!
MB 0438303,2006,0.454545455
MB 0438304,2006,0.434782609
MB 0438306,2006,0.121212121
MB 0438307,2006,0.027027027
MB 0438308,2006,#VALUE!
MB 0438309,2006,#VALUE!
MB 0438402,2006,0.318181818
MB 0438404,2006,0.352941176
MB 0438406,2006,0.307692308
MB 0438408,2006,0.433962264
MB 0438409,2006,0.428571429
MB 0438410,2006,0.307692308
MB 0438411,2006,0.5
MB 0438412,2006,0.352941176
MB 0438413,2006,0.363636364
MB 0438414,2006,0.333333333
MB 0438501,2006,0.666666667
MB 0438502,2006,#VALUE!
MB 0438503,2006,0.292682927
MB 0438600,2006,0.444444444
MB 0438700,2006,0.285714286
MB 0438800,2006,0.5
MB 0438901,2006,0.428571429
MB 0438902,2006,0.714285714
MB 0439000,2006,0.5
MB 0439100,2006,0.5
MB 0439200,2006,0.6
MB 0439303,2006,#VALUE!
MB 0439304,2006,0.75
MB 0439305,2006,0.571428571
MB 0439306,2006,#VALUE!
MB 0439307,2006,0.285714286
MB 0439308,2006,#VALUE!
MB 0439309,2006,0.428571429
MB 0439310,2006,#VALUE!
MB 0439311,2006,0.333333333
MB 0439400,2006,#VALUE!
MB 0439500,2006,#VALUE!
MB 0439602,2006,#VALUE!
MB 0439603,2006,#VALUE!
MB 0439604,2006,#VALUE!
MB 0439700,2006,#VALUE!
MB 0439800,2006,#VALUE!
MB 0439900,2006,#VALUE!
MB 0440000,2006,#VALUE!
MB 0440104,2006,#VALUE!
MB 0440105,2006,#VALUE!
MB 0440106,2006,#VALUE!
MB 0440107,2006,#VALUE!
MB 0440108,2006,#VALUE!
MB 0440109,2006,#VALUE!
MB 0440110,2006,#VALUE!
MB 0440113,2006,0.44
MB 0440114,2006,#VALUE!
MB 0440115,2006,0.2
MB 0440116,2006,0.555555556
MB 0440117,2006,#VALUE!
MB 0440118,2006,#VALUE!
MB 0440119,2006,#VALUE!
MB 0440120,2006,#VALUE!
MB 0440121,2006,#VALUE!
MB 0440200,2006,#VALUE!
MB 0440300,2006,#VALUE!
MB 0440400,2006,#VALUE!
MB 0440501,2006,0
MB 0440502,2006,0.75
MB 0440503,2006,0.153846154
MB 0440600,2006,0.379310345
MB 0440700,2006,#VALUE!
MB 0440800,2006,#VALUE!
MB 0440901,2006,0.142857143
MB 0440902,2006,#VALUE!
MB 0440903,2006,#VALUE!
MB 0440904,2006,#VALUE!
MB 0441000,2006,#VALUE!
MB 0441101,2006,0.322580645
MB 0441102,2006,0.384615385
MB 0441200,2006,0.428571429
MB 0441300,2006,0.611111111
MB 0441400,2006,#VALUE!
MB 0441501,2006,0.555555556
MB 0441502,2006,0.45
MB 0441503,2006,0.5
MB 0441504,2006,#VALUE!
MB 0441505,2006,0.517241379
MB 0441506,2006,0.571428571
MB 0441600,2006,#VALUE!
MB 0441700,2006,#VALUE!
MB 0441800,2006,#VALUE!
MB 0441900,2006,#VALUE!
MB 0442000,2006,0.25
MB 0442100,2006,#VALUE!
MB 0442200,2006,#VALUE!
MB 0442300,2006,#VALUE!
MB 0442400,2006,#VALUE!
MB 0442500,2006,0.666666667
MB 0442600,2006,0.4
MB 0442700,2006,#VALUE!
MB 0442800,2006,0.44
MB 0442900,2006,0.315789474
MB 0443000,2006,0.4
MB 0443100,2006,#VALUE!
MB 0443200,2006,0.75
MB 0443300,2006,#VALUE!
MB 0443401,2006,0.647058824
MB 0443402,2006,#VALUE!
MB 0443500,2006,0.75
MB 0443600,2006,0.761904762
MB 0443700,2006,0.8125
MB 0443800,2006,#VALUE!
MB 0443900,2006,#VALUE!
MB 0444000,2006,0.4
MB 0444100,2006,0.769230769
MB 0444200,2006,0.75
MB 0444300,2006,0.625
MB 0444400,2006,0.75
MB 0444501,2006,0.625
MB 0444502,2006,0.545454545
MB 0444600,2006,0.470588235
MB 0444701,2006,0.6
MB 0444702,2006,0.8
MB 0444801,2006,0.823529412
MB 0444802,2006,1
MB 0444900,2006,0.714285714
MB 0445000,2006,0.733333333
MB 0445100,2006,0.75
MB 0445200,2006,0.785714286
MB 0445300,2006,#VALUE!
MB 0445400,2006,0.857142857
MB 0445500,2006,0.833333333
MB 0445600,2006,0.857142857
MB 0445700,2006,0.75
MB 0445800,2006,0.9
MB 0445900,2006,0.8125
MB 0446000,2006,0.875
MB 0446100,2006,0.432432432
MB 0446200,2006,0.733333333
MB 0446300,2006,0.72
MB 0446400,2006,0.7
MB 0446500,2006,0.857142857
MB 0446600,2006,0.739130435
MB 0446700,2006,0.708333333
MB 0446801,2006,0.857142857
MB 0446802,2006,0.6
MB 0446901,2006,0.875
MB 0446902,2006,0.857142857
MB 0447000,2006,0.736842105
MB 0447100,2006,0.681818182
MB 0447200,2006,0.75
MB 0447300,2006,0.739130435
MB 0447400,2006,0.75
MB 0447500,2006,0.75
MB 0447600,2006,0.764705882
MB 0447700,2006,0.923076923
MB 0447801,2006,0.75
MB 0447802,2006,0.714285714
MB 0447803,2006,0.875
MB 0447901,2006,0.818181818
MB 0447902,2006,1.5
MB 0447903,2006,0.666666667
MB 0448000,2006,0.9
MB 0448100,2006,0.714285714
MB 0448200,2006,0.722222222
MB 0448301,2006,0.75
MB 0448302,2006,0.777777778
MB 0448400,2006,0.777777778
MB 0448500,2006,0.823529412
MB 0448600,2006,0.826086957
MB 0448700,2006,0.789473684
MB 0448800,2006,0.76
MB 0448900,2006,0.777777778
MB 0449000,2006,0.80952381
MB 0449100,2006,0.71875
MB 0449200,2006,0.538461538
MB 0449300,2006,0.823529412
MB 0449400,2006,#VALUE!
MB 0449500,2006,#VALUE!
MB 0449600,2006,0.583333333
MB 0449700,2006,0.461538462
MB 0449800,2006,0.5625
MB 0449900,2006,0.6
MB 0450000,2006,0.529411765
MB 0450100,2006,0.555555556
MB 0450200,2006,0.611111111
MB 0450300,2006,#VALUE!
MB 0450400,2006,0.774193548
MB 0450500,2006,0.428571429
MB 0450600,2006,#VALUE!
MB 0450701,2006,#VALUE!
MB 0450702,2006,0.75
MB 0450703,2006,0.277777778
MB 0450704,2006,0.666666667
MB 0450800,2006,0.636363636
MB 0450901,2006,#VALUE!
MB 0450902,2006,0.714285714
MB 0451000,2006,0.647058824
MB 0451100,2006,#VALUE!
MB 0451200,2006,#VALUE!
MB 0451300,2006,#VALUE!
MB 0451400,2006,#VALUE!
MB 0451500,2006,0.428571429
MB 0451600,2006,0.25
MB 0451700,2006,0.888888889
MB 0451800,2006,0.407407407
MB 0451900,2006,#VALUE!
MB 0452000,2006,0.621621622
MB 0452100,2006,0.37037037
MB 0452200,2006,0.28
MB 0452300,2006,#VALUE!
MB 0452400,2006,0.454545455
MB 0452500,2006,0.5
MB 0452600,2006,0.666666667
MB 0452700,2006,0.461538462
MB 0452800,2006,0.75
MB 0452900,2006,0.461538462
MB 0453000,2006,0.541666667
MB 0453101,2006,0.578947368
MB 0453102,2006,0.5
MB 0453103,2006,0.5
MB 0453200,2006,0.484848485
MB 0453300,2006,0.75
MB 0453400,2006,0.571428571
MB 0453500,2006,#VALUE!
MB 0453600,2006,0.714285714
MB 0453700,2006,0.5
MB 0453800,2006,0.444444444
MB 0453900,2006,0.352941176
MB 0454000,2006,0.375
MB 0454100,2006,0.428571429
MB 0454200,2006,0.625
MB 0454300,2006,0.666666667
MB 0454400,2006,0.55
MB 0454500,2006,0.555555556
MB 0454600,2006,0.5
MB 0454700,2006,0.789473684
MB 0454800,2006,0.666666667
MB 0454900,2006,#VALUE!
MB 0455000,2006,#VALUE!
MB 0455100,2006,0.65
MB 0455200,2006,0.625
MB 0455300,2006,0.733333333
MB 0455400,2006,0.666666667
MB 0455500,2006,0.533333333
MB 0455600,2006,0.8
MB 0455700,2006,0.933333333
MB 0455800,2006,0.85
MB 0455900,2006,0.75
MB 0456000,2006,0.739130435
MB 0456100,2006,0.4375
MB 0456200,2006,0.75
MB 0456300,2006,0.548387097
MB 0456400,2006,0.714285714
MB 0456500,2006,0.666666667
MB 0456600,2006,0.714285714
MB 0456701,2006,0.714285714
MB 0456702,2006,#VALUE!
MB 0456800,2006,0.615384615
MB 0456900,2006,0.722222222
MB 0457000,2006,0.739130435
MB 0457100,2006,0.666666667
MB 0457200,2006,#VALUE!
MB 0457300,2006,#VALUE!
MB 0457400,2006,#VALUE!
MB 0457500,2006,#VALUE!
MB 0457600,2006,0.8
MB 0457700,2006,0.636363636
MB 0457800,2006,0.666666667
MB 0457900,2006,0.777777778
MB 0458000,2006,0.888888889
MB 0458100,2006,0.647058824
MB 0458200,2006,0.689655172
MB 0458300,2006,0.9
MB 0458401,2006,1
MB 0458402,2006,0.733333333
MB 0458500,2006,0.8
MB 0458600,2006,0.833333333
MB 0458700,2006,0.642857143
MB 0458800,2006,0.739130435
MB 0458900,2006,0.736842105
MB 0459000,2006,0.789473684
MB 0459100,2006,0.692307692
MB 0459200,2006,0.533333333
MB 0459300,2006,0.9
MB 0459401,2006,0.722222222
MB 0459402,2006,0.8125
MB 0459403,2006,0.538461538
MB 0459500,2006,0.566666667
MB 0459600,2006,0.75
MB 0459700,2006,0.769230769
MB 0459800,2006,1
MB 0459900,2006,0.8
MB 0460000,2006,0.714285714
MB 0460100,2006,0.625
MB 0460200,2006,0.875
MB 0460300,2006,0.272727273
MB 0460400,2006,0.833333333
MB 0460500,2006,0.777777778
MB 0460601,2006,0.692307692
MB 0460602,2006,0.571428571
MB 0460603,2006,0.625
MB 0460604,2006,0.285714286
MB 0460700,2006,0.8
MB 0460800,2006,0.666666667
MB 0460900,2006,0.833333333
MB 0461000,2006,0.733333333
MB 0461100,2006,0.705882353
MB 0461200,2006,0.5
MB 0461300,2006,0.815789474
MB 0461401,2006,0.666666667
MB 0461402,2006,0.666666667
MB 0461403,2006,0.5
MB 0461404,2006,0.428571429
MB 0461405,2006,0.428571429
MB 0461406,2006,0.571428571
MB 0461500,2006,0.461538462
MB 0461600,2006,0.818181818
MB 0461700,2006,0.6
MB 0461800,2006,0.652173913
MB 0461900,2006,0.678571429
MB 0462000,2006,0.62962963
MB 0462101,2006,0.6875
MB 0462102,2006,0.538461538
MB 0462200,2006,0.625
MB 0462300,2006,0.533333333
MB 0462400,2006,0.428571429
MB 0462500,2006,0.615384615
MB 0462601,2006,#VALUE!
MB 0462602,2006,0.888888889
MB 0462700,2006,0.769230769
MB 0462806,2006,0.714285714
MB 0462808,2006,0.833333333
MB 0462809,2006,0.62962963
MB 0462810,2006,0.916666667
MB 0462811,2006,0.7
MB 0462812,2006,0.833333333
MB 0462813,2006,0.7
MB 0462814,2006,0.833333333
MB 0462815,2006,0.714285714
MB 0462816,2006,0.75
MB 0462817,2006,0.875
MB 0462818,2006,0.818181818
MB 0462819,2006,0.875
MB 0462820,2006,1
MB 0462821,2006,0.714285714
MB 0462822,2006,0.888888889
MB 0462823,2006,0.727272727
MB 0462824,2006,0.555555556
MB 0462900,2006,0.625
MB 0463001,2006,0.5
MB 0463003,2006,0.75
MB 0463004,2006,0.714285714
MB 0463005,2006,1
MB 0463006,2006,0.8
MB 0463007,2006,0.714285714
MB 0463008,2006,0.8
MB 0463102,2006,0.705882353
MB 0463103,2006,0.666666667
MB 0463104,2006,0.571428571
MB 0463105,2006,0.428571429
MB 0463106,2006,0.666666667
MB 0463200,2006,0.65
MB 0463300,2006,0.666666667
MB 0463400,2006,0.6875
MB 0463500,2006,0.870967742
MB 0463601,2006,0.76
MB 0463602,2006,0.777777778
MB 0463703,2006,0.756756757
MB 0463705,2006,0.78125
MB 0463706,2006,0.785714286
MB 0463707,2006,0.904761905
MB 0463708,2006,0.851851852
MB 0463709,2006,0.857142857
MB 0463800,2006,0.642857143
MB 0463901,2006,0.545454545
MB 0463902,2006,#VALUE!
MB 0464000,2006,0.555555556
MB 0464100,2006,0.75
MB 0464200,2006,0.4
MB 0464300,2006,0.6
MB 0464400,2006,0.647058824
MB 0464501,2006,0.75
MB 0464503,2006,0.75
MB 0464504,2006,0.8
MB 0464600,2006,0.555555556
MB 0464700,2006,0.53125
MB 0464800,2006,0.75
MB 0464900,2006,0.5
MB 0465000,2006,0.64
MB 0465101,2006,0.545454545
MB 0465102,2006,0.615384615
MB 0465201,2006,0.740740741
MB 0465202,2006,0.655172414
MB 0465301,2006,#VALUE!
MB 0465302,2006,0.6
MB 0465303,2006,#VALUE!
MB 0465304,2006,#VALUE!
MB 0465305,2006,#VALUE!
MB 0465306,2006,#VALUE!
MB 0465307,2006,#VALUE!
MB 0465400,2006,0.689655172
MB 0465501,2006,0.75
MB 0465502,2006,0.5
MB 0465503,2006,1
MB 0465504,2006,0.777777778
MB 0465601,2006,0.6
MB 0465602,2006,0.75
MB 0465701,2006,0.666666667
MB 0465702,2006,0.75
MB 0465800,2006,0.583333333
MB 0465900,2006,0.769230769
MB 0466001,2006,0.625
MB 0466002,2006,0.8
MB 0466003,2006,0.6
MB 0466101,2006,0.793103448
MB 0466103,2006,0.75
MB 0466104,2006,0.186046512
MB 0466105,2006,1
MB 0466106,2006,0.818181818
MB 0466200,2006,0.692307692
MB 0466300,2006,0.75
MB 0466400,2006,0.714285714
MB 0466500,2006,0.9
MB 0466600,2006,0.9
MB 0466700,2006,0.551724138
MB 0466800,2006,0.769230769
MB 0466900,2006,0.888888889
MB 0467000,2006,0.846153846
MB 0467100,2006,0.769230769
MB 0467200,2006,0.642857143
MB 0467300,2006,0.818181818
MB 0467400,2006,0.545454545
MB 0467500,2006,0.727272727
MB 0467600,2006,0.866666667
MB 0467700,2006,0.736842105
MB 0467800,2006,0.666666667
MB 0467900,2006,0.666666667
MB 0468000,2006,0.555555556
MB 0468100,2006,0.818181818
MB 0468200,2006,0.785714286
MB 0468300,2006,0.75
MB 0468400,2006,0.875
MB 0468500,2006,0.642857143
MB 0468600,2006,0.714285714
MB 0468700,2006,0.571428571
MB 0468801,2006,0.769230769
MB 0468802,2006,0.090909091
MB 0468900,2006,#VALUE!
MB 0469000,2006,0.833333333
MB 0469100,2006,0.5
MB 0469200,2006,0.631578947
MB 0469300,2006,0.75
MB 0469400,2006,0.833333333
MB 0469500,2006,0.777777778
MB 0469600,2006,0.769230769
MB 0469700,2006,0.6875
MB 0469800,2006,0.636363636
MB 0469900,2006,0.8
MB 0470000,2006,0.9
MB 0470100,2006,0.8
MB 0470200,2006,0.615384615
MB 0470300,2006,0.625
MB 0470400,2006,0.666666667
MB 0470500,2006,0.666666667
MB 0470600,2006,0.615384615
MB 0470700,2006,0.75
MB 0470800,2006,0.714285714
MB 0470900,2006,0.666666667
MB 0471000,2006,0.6
MB 0471100,2006,0.555555556
MB 0471200,2006,0.625
MB 0471300,2006,0.615384615
MB 0471400,2006,0.833333333
MB 0471501,2006,0.8
MB 0471502,2006,0.75
MB 0471600,2006,0.545454545
MB 0471701,2006,0.8
MB 0471702,2006,0.666666667
MB 0471800,2006,0.555555556
MB 0471900,2006,1
MB 0472000,2006,0.818181818
MB 0472100,2006,0.666666667
MB 0472200,2006,0.571428571
MB 0472300,2006,0.833333333
MB 0472400,2006,0.75
MB 0472501,2006,0.666666667
MB 0472502,2006,0.75
MB 0472600,2006,0.8
MB 0472700,2006,0.692307692
MB 0472800,2006,0.785714286
MB 0472900,2006,0.583333333
MB 0473000,2006,0.833333333
MB 0473100,2006,0.9
MB 0473200,2006,0.5
MB 0473300,2006,0.692307692
MB 0473400,2006,0.555555556
MB 0473500,2006,0.777777778
MB 0473600,2006,0.615384615
MB 0473700,2006,0.714285714
MB 0473800,2006,0.666666667
MB 0473900,2006,0.833333333
MB 0474000,2006,0.666666667
MB 0474100,2006,0.75
MB 0474200,2006,1
MB 0474300,2006,0.8
MB 0474400,2006,0.6
MB 0474500,2006,0.666666667
MB 0474600,2006,0.714285714
MB 0474700,2006,0.7
MB 0474800,2006,0.8
MB 0474901,2006,1
MB 0474902,2006,1
MB 0475000,2006,0.6
MB 0475100,2006,0.666666667
MB 0475200,2006,0.833333333
MB 0475301,2006,#VALUE!
MB 0475302,2006,0.833333333
MB 0475400,2006,0.625
MB 0475500,2006,#VALUE!
MB 0475600,2006,0.714285714
MB 0475701,2006,0.333333333
MB 0475702,2006,0.571428571
MB 0475800,2006,0.666666667
MB 0475900,2006,#VALUE!
MB 0476000,2006,#VALUE!
MB 0476100,2006,#VALUE!
MB 0476200,2006,0.428571429
MB 0476300,2006,0.777777778
MB 0476400,2006,0.8
MB 0476500,2006,#VALUE!
MB 0476600,2006,0.666666667
MB 0476700,2006,0.833333333
MB 0476800,2006,#VALUE!
MB 0476900,2006,1
MB 0477000,2006,0.424242424
MB 0477100,2006,0.928571429
MB 0477201,2006,0.444444444
MB 0477202,2006,0.421052632
MB 0477300,2006,0.75
MB 0477400,2006,0.6
MB 0477500,2006,0.625
MB 0477600,2006,0.875
MB 0477700,2006,0.789473684
MB 0477800,2006,0.454545455
MB 0477900,2006,0.666666667
MB 0478000,2006,#VALUE!
MB 0478100,2006,0.571428571
MB 0478200,2006,0.714285714
MB 0478300,2006,0.666666667
MB 0478400,2006,0.625
MB 0478500,2006,0.875
MB 0478600,2006,0.692307692
MB 0478700,2006,0.666666667
MB 0478800,2006,0.777777778
MB 0478900,2006,0.777777778
MB 0479000,2006,0.538461538
MB 0479100,2006,0.636363636
MB 0479200,2006,0.666666667
MB 0479300,2006,0.8
MB 0479400,2006,0.6
MB 0479500,2006,0.727272727
MB 0479601,2006,#VALUE!
MB 0479602,2006,0.75
MB 0479700,2006,0.625
MB 0479800,2006,0.666666667
MB 0479900,2006,0.75
MB 0480001,2006,0.8
MB 0480002,2006,0.5
MB 0480100,2006,0.777777778
MB 0480200,2006,0.75
MB 0480300,2006,0.777777778
MB 0480400,2006,0.727272727
MB 0480500,2006,0.705882353
MB 0480601,2006,0.6875
MB 0480603,2006,0.772727273
MB 0480604,2006,0.555555556
MB 0480605,2006,0.545454545
MB 0480606,2006,0.545454545
MB 0480607,2006,0.666666667
MB 0480608,2006,0.8
MB 0480700,2006,0.8
MB 0480800,2006,0.5625
MB 0480900,2006,0.647058824
MB 0481000,2006,0.619047619
MB 0481101,2006,0.333333333
MB 0481102,2006,0.857142857
MB 0481103,2006,1
MB 0481201,2006,1
MB 0481202,2006,0.785714286
MB 0481301,2006,0.583333333
MB 0481302,2006,#VALUE!
MB 0481400,2006,0.65625
MB 0481500,2006,0.56
MB 0481600,2006,0.692307692
MB 0481700,2006,0.666666667
MB 0481801,2006,0.714285714
MB 0481802,2006,0.555555556
MB 0481901,2006,0.75
MB 0481902,2006,0.714285714
MB 0482000,2006,0.714285714
MB 0482101,2006,0.571428571
MB 0482102,2006,0.846153846
MB 0482103,2006,#VALUE!
MB 0482201,2006,0.8
MB 0482202,2006,0.666666667
MB 0482300,2006,0.888888889
MB 0482400,2006,0.875
MB 0482500,2006,0.636363636
MB 0482600,2006,0.875
MB 0482700,2006,0.785714286
MB 0482800,2006,0.882352941
MB 0482900,2006,0.8
MB 0483000,2006,0.782608696
MB 0483101,2006,0.625
MB 0483102,2006,0.636363636
MB 0483200,2006,0.633333333
MB 0483300,2006,0.730769231
MB 0483400,2006,0.6
MB 0483500,2006,0.714285714
MB 0483600,2006,0.8
MB 0483700,2006,0.769230769
MB 0483800,2006,0.578947368
MB 0483900,2006,0.76
MB 0484000,2006,0.785714286
MB 0484100,2006,0.666666667
MB 0484201,2006,#VALUE!
MB 0484202,2006,0.777777778
MB 0484300,2006,0.8
MB 0484400,2006,0.866666667
MB 0484500,2006,0.846153846
MB 0484600,2006,0.9
MB 0484700,2006,0.875
MB 0484800,2006,0.909090909
MB 0484900,2006,0.875
MB 0485000,2006,#VALUE!
MB 0485100,2006,1.142857143
MB 0485200,2006,0.461538462
MB 0485300,2006,0.8
MB 0485400,2006,0.666666667
MB 0485500,2006,#VALUE!
MB 0485600,2006,1
MB 0485700,2006,0.833333333
MB 0485800,2006,0.764705882
MB 0485900,2006,0.8
MB 0486000,2006,0.714285714
MB 0486100,2006,0.785714286
MB 0486200,2006,0.8
MB 0486300,2006,0.777777778
MB 0486400,2006,0.80952381
MB 0486500,2006,0.833333333
MB 0486600,2006,0.733333333
MB 0486700,2006,0.785714286
MB 0486800,2006,0.727272727
MB 0486900,2006,0.75
MB 0487000,2006,0.708333333
MB 0487100,2006,0.739130435
MB 0487200,2006,0.714285714
MB 0487300,2006,0.75
MB 0487400,2006,0.625
MB 0487500,2006,0.8
MB 0487600,2006,0.8
MB 0487700,2006,0.727272727
MB 0487800,2006,0.789473684
MB 0487900,2006,0.84
MB 0488001,2006,0.8
MB 0488002,2006,0.818181818
MB 0488100,2006,0.6875
MB 0488200,2006,0.727272727
MB 0488300,2006,0.769230769
MB 0488400,2006,0.923076923
MB 0488500,2006,0.857142857
MB 0488600,2006,0.583333333
MB 0488700,2006,0.666666667
MB 0488800,2006,0.777777778
MB 0488900,2006,0.826086957
MB 0489001,2006,1
MB 0489002,2006,0.5
MB 0489100,2006,0.777777778
MB 0489201,2006,1
MB 0489202,2006,1
MB 0489300,2006,0.857142857
MB 0489400,2006,0.846153846
MB 0489500,2006,0.846153846
MB 0489600,2006,0.736842105
MB 0489700,2006,0.6
MB 0489801,2006,1
MB 0489802,2006,1
MB 0489900,2006,0.777777778
MB 0490000,2006,0.684210526
MB 0490100,2006,0.75
MB 0490200,2006,0.833333333
MB 0490300,2006,0.791666667
MB 0490400,2006,0.8
MB 0490500,2006,0.576923077
MB 0490600,2006,0.722222222
MB 0490701,2006,#VALUE!
MB 0490703,2006,#VALUE!
MB 0490704,2006,0.666666667
MB 0490800,2006,#VALUE!
MB 0490900,2006,0.5
MB 0491000,2006,0.636363636
MB 0491100,2006,0.555555556
MB 0491200,2006,0.833333333
MB 0491301,2006,0.428571429
MB 0491302,2006,0.666666667
MB 0491400,2006,0.769230769
MB 0491500,2006,0.714285714
MB 0491600,2006,0.642857143
MB 0491700,2006,0.866666667
MB 0491800,2006,0.740740741
MB 0491900,2006,0.842105263
MB 0492000,2006,0.714285714
MB 0492100,2006,0.714285714
MB 0492200,2006,0.7
MB 0492300,2006,0.703703704
