Meshblock,Year,Proprtion partnered,Proportion 1 or more children,Proportion with at least a bachelors degree,Median personal income 2001
MB 0811002,2006,0.483870968,0.6,0.03030303,22500
MB 0811100,2006,0.712121212,0.666666667,0.129032258,31500
MB 0811200,2006,0.636363636,0.608695652,0.093023256,35600
MB 0811300,2006,0.745098039,0.727272727,0.0625,30400
MB 0811401,2006,0.75,0,0,41700
MB 0811402,2006,0.833333333,0.666666667,0.166666667,27500
MB 0811500,2006,0.9,0,0.111111111,23800
MB 0811600,2006,0.727272727,0.794117647,0.107692308,32500
MB 0811700,2006,0.611111111,0.8125,0.060606061,19200
MB 0811802,2006,0.666666667,0,0,36300
MB 0811803,2006,0.833333333,0,0,20800
MB 0811804,2006,1,#VALUE!,0,60000
MB 0811805,2006,0.72,0.621621622,0.148648649,30300
MB 0811900,2006,0.666666667,0.7,0.095238095,38800
MB 0812001,2006,0.75,0,0.142857143,26300
MB 0812002,2006,1,0,0,41700
MB 0812100,2006,0.789473684,0.7,0,25800
MB 0812201,2006,0.8,0.769230769,0.166666667,27500
MB 0812202,2006,0.75,0,0,15800
MB 0812301,2006,0.785714286,0.857142857,0.230769231,26300
MB 0812400,2006,0.806451613,0.625,0.129032258,26900
MB 0812500,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0812600,2006,0.685714286,0.631578947,0.147058824,35400
MB 0812700,2006,0.733333333,0.833333333,0.266666667,35800
MB 0812800,2006,0.428571429,0,0,37500
MB 0812900,2006,0.64,0.545454545,0.304347826,41300
MB 0813001,2006,0.736842105,0.4,0.117647059,25800
MB 0813002,2006,0.5,0,0,7500
MB 0813100,2006,0.8,0.5,0.1,38800
MB 0813200,2006,0.782608696,0.818181818,0.086956522,35800
MB 0813300,2006,0.69047619,0.727272727,0.146341463,29400
MB 0813400,2006,0.789473684,0.592592593,0.163636364,31700
MB 0813501,2006,0.8,0,0,39200
MB 0813502,2006,0.64,0.5,0.041666667,22500
MB 0813601,2006,0.6,0.714285714,0.066666667,32500
MB 0813602,2006,0.5,#VALUE!,0,12500
MB 0813701,2006,0.5,0,0,20800
MB 0813702,2006,0.846153846,1,0,36300
MB 0813800,2006,0.632653061,0.666666667,0.063829787,30300
MB 0813900,2006,0.666666667,0.8,0.117647059,37500
MB 0814001,2006,0.714285714,0.833333333,0.142857143,28800
MB 0814002,2006,0.777777778,0.777777778,0.125,25400
MB 0814003,2006,0.705882353,0.666666667,0.117647059,35800
MB 0814100,2006,0.75,0,0,32500
MB 0814200,2006,0.62745098,0.52,0.14,33800
MB 0814303,2006,1,0,0,53300
MB 0814304,2006,0.741935484,0.75,0.172413793,40400
MB 0814305,2006,0.5,#VALUE!,0,23300
MB 0814306,2006,0.853658537,0.789473684,0.256410256,36300
MB 0814402,2006,0.696969697,0.8,0.125,37500
MB 0814403,2006,0.5,#VALUE!,#VALUE!,45000
MB 0814404,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0814501,2006,0.775510204,0.692307692,0.14,30300
MB 0814502,2006,0.793103448,0.5625,0.24137931,32500
MB 0814600,2006,0.761904762,0.7,0.12195122,36700
MB 0814701,2006,1,#VALUE!,#VALUE!,27500
MB 0814702,2006,0.714285714,0.857142857,0.071428571,33300
MB 0814800,2006,0.695652174,0.681818182,0.133333333,31900
MB 0814900,2006,0.7,0.5,0.1,16300
MB 0815000,2006,0.75,1,0.083333333,36900
MB 0815100,2006,0.636363636,0,0.181818182,37500
MB 0815200,2006,0.80952381,0.818181818,0.15,35800
MB 0815301,2006,1,0.714285714,0.230769231,45000
MB 0815302,2006,0.761904762,0.6,0.15,42500
MB 0815303,2006,0.863636364,0.727272727,0.173913043,35800
MB 0815304,2006,1,0,0,41700
MB 0815401,2006,0.803278689,0.588235294,0.133333333,36500
MB 0815402,2006,0.666666667,0,0,27500
MB 0815501,2006,0.690909091,0.714285714,0.240740741,28000
MB 0815503,2006,0.666666667,0.666666667,0.173913043,38300
MB 0815603,2006,0.714285714,0.714285714,0.214285714,22500
MB 0815604,2006,0.775,0.736842105,0.102564103,31300
MB 0815605,2006,0.75,0.777777778,0.1,38800
MB 0815607,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0815702,2006,0.6,0.4,0.1,40800
MB 0815704,2006,0.69047619,0.7,0.1,30800
MB 0815801,2006,0.941176471,0.555555556,0.117647059,38800
MB 0815802,2006,1,0,0,33300
MB 0815900,2006,0.773584906,0.846153846,0.115384615,32000
MB 0816000,2006,0.777777778,0.769230769,0.076923077,35400
MB 0816100,2006,0.736842105,0.722222222,0.081081081,33800
MB 0816200,2006,0.7,0.714285714,0.25,36300
MB 0816302,2006,1,0.6,0.2,41300
MB 0816303,2006,0.9,0,0.090909091,37500
MB 0816304,2006,0.857142857,0.8,0.2,51700
MB 0816305,2006,0.772727273,0.6,0.142857143,28800
MB 0816401,2006,0.813953488,0.8,0.12195122,37500
MB 0816403,2006,0.75,#VALUE!,0,18300
MB 0816404,2006,0.777777778,0,0.222222222,12500
MB 0816405,2006,0.769230769,1,0.166666667,32500
MB 0816504,2006,0.628571429,0.705882353,0.121212121,28800
MB 0816508,2006,0.608695652,0.636363636,0.136363636,32500
MB 0816509,2006,#VALUE!,#VALUE!,0,*
MB 0816510,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816511,2006,0.8,0.692307692,0.12,40300
MB 0816512,2006,0.75,0,0,56700
MB 0816513,2006,0.769230769,0.833333333,0.166666667,28800
MB 0816514,2006,0.9,0.571428571,0.181818182,43300
MB 0816515,2006,0.8,0.8,0.166666667,50500
MB 0816516,2006,0.866666667,0.75,0.071428571,37500
MB 0816517,2006,0.777777778,0,0.1,48300
MB 0816518,2006,0.8,0.9,0.15,27500
MB 0816519,2006,0.833333333,0.714285714,0.166666667,36700
MB 0816520,2006,1,#VALUE!,0,45000
MB 0816521,2006,0.857142857,0,0,43300
MB 0816522,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816523,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816524,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816525,2006,0.833333333,0,0,45000
MB 0816526,2006,0.375,0,0,30800
MB 0816527,2006,0.7,0.888888889,0.111111111,23800
MB 0816528,2006,0.666666667,0,0,32500
MB 0816529,2006,0.666666667,#VALUE!,0,0
MB 0816530,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816531,2006,#VALUE!,#VALUE!,#VALUE!,100000
MB 0816532,2006,1,0,0,32500
MB 0816533,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816534,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816535,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816536,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816537,2006,0.818181818,0,0.181818182,40800
MB 0816538,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816539,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0816600,2006,0.65625,0.470588235,0.1875,28800
MB 0816701,2006,0.736842105,0.7,0.105263158,37500
MB 0816702,2006,0.673913043,0.739130435,0.186046512,33300
MB 0816703,2006,0.742857143,0.722222222,0.171428571,32500
MB 0816704,2006,0.711538462,0.68,0.06122449,27000
MB 0816705,2006,0.71641791,0.685714286,0.140625,31500
MB 0816800,2006,0.833333333,0.888888889,0.157894737,35800
MB 0816900,2006,0.72972973,0.694444444,0.142857143,37100
MB 0817001,2006,0.691358025,0.69047619,0.1375,32000
MB 0817002,2006,#VALUE!,#VALUE!,#VALUE!,23300
MB 0817101,2006,0.666666667,#VALUE!,0,22500
MB 0817102,2006,0.6,0,0,2500
MB 0817200,2006,0.711864407,0.75862069,0.103448276,28800
MB 0817300,2006,0.6875,0.666666667,0.133333333,31300
MB 0817400,2006,0.555555556,0.6,0,15400
MB 0817500,2006,0.696969697,0.764705882,0.096774194,23800
MB 0817600,2006,0.625,0.666666667,0.1,28800
MB 0817701,2006,0.476190476,0.636363636,0.105263158,26300
MB 0817702,2006,0.6,0.5,0.181818182,27500
MB 0817703,2006,0.3,1,0,17500
MB 0817704,2006,0.466666667,0.727272727,0.076923077,32500
MB 0817705,2006,0.333333333,1,0.090909091,25400
MB 0817706,2006,0.25,0.75,0,22500
MB 0817800,2006,0.6,0.735294118,0.122807018,27900
MB 0817901,2006,0.621621622,0.631578947,0.060606061,19400
MB 0817902,2006,0.666666667,0.769230769,0.037037037,24200
MB 0817903,2006,0.578947368,0.619047619,0.057142857,25300
MB 0818000,2006,0.657142857,0.705882353,0.029411765,30400
MB 0818101,2006,0.5,0.833333333,0.25,27500
MB 0818102,2006,0.65,0.727272727,0.111111111,27500
MB 0818103,2006,0.5,0.625,0.142857143,32500
MB 0818200,2006,0.581818182,0.612903226,0.12,17500
MB 0818300,2006,0.55,0.454545455,0.055555556,24200
MB 0818400,2006,0.307692308,0.782608696,0.057142857,18200
MB 0818500,2006,0.363636364,0,0.2,25800
MB 0818600,2006,0.571428571,0,0,12500
MB 0818700,2006,0.454545455,1,0.222222222,23300
MB 0818800,2006,0.428571429,0,0,17500
MB 0818900,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0819000,2006,0.333333333,#VALUE!,0,45000
MB 0819100,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0819200,2006,0.555555556,0.62962963,0.020408163,13600
MB 0819301,2006,0.454545455,0.571428571,0,15400
MB 0819302,2006,0.7,1.5,0.142857143,20800
MB 0819400,2006,0.541666667,0.692307692,0.043478261,21300
MB 0819501,2006,0.642857143,0.777777778,0,16700
MB 0819502,2006,0.583333333,0.833333333,0,15800
MB 0819600,2006,0.52173913,0.64,0.046511628,20200
MB 0819700,2006,0.463414634,0.727272727,0.025641026,25200
MB 0819800,2006,0.551724138,0.75,0.054054054,18300
MB 0819900,2006,0.472222222,0.611111111,0.088235294,28300
MB 0820000,2006,0.527272727,0.666666667,0.018518519,19600
MB 0820100,2006,0.516129032,0.555555556,0.034482759,22500
MB 0820200,2006,0.413793103,0.857142857,0,16000
MB 0820300,2006,0.4,0.571428571,0,21300
MB 0820400,2006,0.473684211,0.4,0.166666667,22500
MB 0820503,2006,0.642857143,0.533333333,0.04,29200
MB 0820504,2006,0.9375,0.666666667,0.0625,40800
MB 0820505,2006,0.7,0.818181818,0.052631579,29200
MB 0820506,2006,0.461538462,0.571428571,0,26700
MB 0820507,2006,0.5625,0.625,0.133333333,21300
MB 0820508,2006,0.5,0.5,0,27500
MB 0820600,2006,0.678571429,0.7,0.109090909,30600
MB 0820701,2006,0.615384615,0.692307692,0.12,30400
MB 0820702,2006,0.723404255,0.625,0.093023256,25300
MB 0820703,2006,0.731707317,0.727272727,0.2,24200
MB 0820704,2006,0.676470588,0.777777778,0.121212121,21900
MB 0820800,2006,0.545454545,0.166666667,0.1,30800
MB 0820900,2006,0.741935484,0.625,0.1,20600
MB 0821001,2006,0.632653061,0.730769231,0.066666667,20800
MB 0821002,2006,0.704545455,0.826086957,0.076923077,25800
MB 0821101,2006,0.482758621,0.857142857,0.027027027,13300
MB 0821102,2006,0.66,0.653846154,0.102040816,26900
MB 0821200,2006,0.545454545,0.571428571,0,15300
MB 0821301,2006,0.714285714,0.75,0.076923077,32500
MB 0821302,2006,0.568181818,0.681818182,0.069767442,25200
MB 0821303,2006,0.6,0.5,0.222222222,13800
MB 0821400,2006,0.615384615,0.5,0.090909091,23300
MB 0821500,2006,0.482758621,0.75,0.074074074,23300
MB 0821600,2006,0.5,0.714285714,0.071428571,19200
MB 0821700,2006,0.484848485,0.631578947,0.166666667,23800
MB 0821800,2006,0.55,0.633333333,0.109090909,25200
MB 0821900,2006,0.523809524,0.7,0.111111111,27500
MB 0822000,2006,0.4,1,0,19200
MB 0822100,2006,0.65,0.8,0.105263158,26000
MB 0822200,2006,0.609756098,0.736842105,0.054054054,21700
MB 0822300,2006,0.625,0.823529412,0.066666667,19200
MB 0822401,2006,0.72972973,0.743589744,0.055555556,25500
MB 0822405,2006,0.578947368,0.681818182,0.058823529,26300
MB 0822406,2006,0.709677419,0.833333333,0.129032258,24200
MB 0822407,2006,0.555555556,0.95,0.121212121,23800
MB 0822408,2006,0.571428571,0.857142857,0.125,22500
MB 0822409,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0822410,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0822411,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0822412,2006,0.631578947,0.6,0.058823529,25300
MB 0822413,2006,0.833333333,1.142857143,0.166666667,40800
MB 0822414,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0822415,2006,0.916666667,0.333333333,0.090909091,32500
MB 0822416,2006,0.7,0,0.111111111,30800
MB 0822417,2006,0.619047619,0.818181818,0.052631579,14400
MB 0822418,2006,0.684210526,0.888888889,0.222222222,30800
MB 0822419,2006,0.842105263,0.8,0.111111111,32500
MB 0822500,2006,0.634146341,0.695652174,0.15,25400
MB 0822600,2006,0.727272727,0.764705882,0.096774194,25400
MB 0822701,2006,0.538461538,0.538461538,0.12,32500
MB 0822702,2006,0.666666667,0.8,0.095238095,32500
MB 0822703,2006,0.727272727,0.666666667,0.095238095,35400
MB 0822704,2006,0.7,0,0.1,15800
MB 0822705,2006,0.857142857,0.5,0.375,33300
MB 0822800,2006,0.666666667,1,0,33800
MB 0822900,2006,0.6,0.722222222,0.0625,26300
MB 0823000,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0823100,2006,0.4,0.6,0.076923077,19200
MB 0823200,2006,0.333333333,0.5,0,21300
MB 0823300,2006,1,#VALUE!,0,33300
MB 0823401,2006,0.578947368,0.75,0.090909091,23500
MB 0823403,2006,0.666666667,0.727272727,0.058823529,31300
MB 0823404,2006,0.772727273,0.636363636,0.142857143,30800
MB 0823405,2006,0.25,0.75,0,15800
MB 0823406,2006,0.666666667,#VALUE!,0,45000
MB 0823407,2006,1,#VALUE!,0,*
MB 0823408,2006,0.722222222,0.888888889,0.111111111,37500
MB 0823409,2006,0.916666667,0.857142857,0.076923077,41700
MB 0823410,2006,0.882352941,0.875,0.176470588,31300
MB 0823411,2006,0.5,0,0,45000
MB 0823500,2006,0.5,#VALUE!,0,7500
MB 0823600,2006,0.25,#VALUE!,0,35800
MB 0823700,2006,0.625,0.875,0,16300
MB 0823800,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0823900,2006,0.5625,0.555555556,0.0625,35400
MB 0824000,2006,0.666666667,0.714285714,0.076923077,27500
MB 0824100,2006,0.563636364,0.633333333,0.092592593,30200
MB 0824200,2006,0.625,0,0,23800
MB 0824301,2006,0.8,0,0,38800
MB 0824302,2006,0.8,0.4,0.1,38300
MB 0824401,2006,0.705882353,0.444444444,0.0625,26300
MB 0824402,2006,0.789473684,0.777777778,0.111111111,27500
MB 0824403,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0824404,2006,0.833333333,0.333333333,0.166666667,41700
MB 0824405,2006,0.75,0.857142857,0.076923077,23800
MB 0824406,2006,0.769230769,0.333333333,0.083333333,32500
MB 0824407,2006,0.833333333,0.571428571,0.090909091,22500
MB 0824408,2006,0.555555556,0,0,17500
MB 0824602,2006,0.571428571,0,0,20800
MB 0824901,2006,0.666666667,0,0.111111111,12500
MB 0825000,2006,0.681818182,0.727272727,0.090909091,17500
MB 0825101,2006,0.666666667,0,0,22500
MB 0825201,2006,0.833333333,0,0,60000
MB 0825301,2006,0.75,1,0.066666667,22500
MB 0825500,2006,0.810810811,0.705882353,0.108108108,28100
MB 0825600,2006,0.7,0,0.111111111,25400
MB 0825700,2006,0.733333333,0.5,0.066666667,30400
MB 0825800,2006,0.6,0.5,0,15400
MB 0825900,2006,0.695652174,0.9,0.15,21300
MB 0826000,2006,0.733333333,0.857142857,0.071428571,27500
MB 0826100,2006,0.6,0,0.111111111,41700
MB 0826201,2006,0.6,0,0,25800
MB 0826400,2006,0.705882353,0.625,0.1875,16300
MB 0826500,2006,0.75,0.692307692,0.043478261,25800
MB 0826601,2006,0.5,0,0,32500
MB 0826602,2006,0.724137931,0.857142857,0.107142857,32500
MB 0826603,2006,0.852941176,0.777777778,0.088235294,35800
MB 0826700,2006,0.909090909,0,0.3,46700
MB 0826802,2006,0.78125,0.75,0.225806452,35300
MB 0826803,2006,0.75,0.6,0.214285714,38300
MB 0826804,2006,0.75,0.5,0.25,36300
MB 0826902,2006,0.666666667,0,0.333333333,37500
MB 0826903,2006,0.8,0,0,41700
MB 0826904,2006,0.571428571,0,0,32500
MB 0826905,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0826906,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0826907,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0826908,2006,0.68,0.666666667,0.12,35300
MB 0826909,2006,1,0,0,27500
MB 0827001,2006,0.777777778,0.7,0.055555556,35800
MB 0827003,2006,0.5,0,0,41700
MB 0827100,2006,0.620689655,0.6,0.103448276,28300
MB 0827200,2006,0.833333333,0.8,0.181818182,41700
MB 0827300,2006,0.785714286,0.75,0.076923077,32500
MB 0827500,2006,0.695652174,0.538461538,0.181818182,32900
MB 0827601,2006,0.8,0,0,36700
MB 0827603,2006,0.916666667,0.571428571,0.083333333,37500
MB 0827604,2006,0.5,#VALUE!,0,18300
MB 0827700,2006,0.764705882,0.777777778,0.058823529,45000
MB 0827800,2006,0.702702703,0.631578947,0.111111111,30400
MB 0828002,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0828204,2006,0.6,0,0,7500
MB 0828303,2006,0.7,0.4,0.111111111,35400
MB 0829300,2006,0.739130435,0.75,0.043478261,23800
MB 0829401,2006,0.5,#VALUE!,0,30800
MB 0829402,2006,0.6,#VALUE!,0,36700
MB 0829403,2006,1,#VALUE!,0,15800
MB 0829404,2006,0.833333333,0,0,20800
MB 0829405,2006,0.75,0,0,2500
MB 0829406,2006,0.857142857,0,0,10400
MB 0829407,2006,0.8,#VALUE!,0,32500
MB 0829408,2006,0.666666667,#VALUE!,0,10800
MB 0829409,2006,0.666666667,#VALUE!,0,17500
MB 0829410,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0829411,2006,0.833333333,0,0,48300
MB 0829500,2006,0.672727273,0.793103448,0.113207547,26000
MB 0829600,2006,0.80952381,0.7,0.142857143,17500
MB 0829700,2006,0.666666667,#VALUE!,0,17500
MB 0829800,2006,0.636363636,0.6,0.1,32500
MB 0829900,2006,0.695652174,0.772727273,0.139534884,19600
MB 0830000,2006,0.714285714,0,0,16300
MB 0830100,2006,0.666666667,0.75,0.142857143,30800
MB 0830200,2006,0.76,0.666666667,0.125,31300
MB 0830300,2006,0.761904762,0.636363636,0.047619048,25800
MB 0830400,2006,0.6875,0.875,0,30400
MB 0830500,2006,0.7,0.72,0.127659574,22500
MB 0830600,2006,0.658536585,0.666666667,0.048780488,28300
MB 0830700,2006,0.65,0.727272727,0.05,27500
MB 0830800,2006,0.788461538,0.76,0.06,34400
MB 0830900,2006,0.8,0.5625,0.103448276,26700
MB 0831000,2006,0.65625,0.733333333,0.107142857,25800
MB 0831100,2006,0.636363636,0,0,12500
MB 0831200,2006,0.8,0.666666667,0.090909091,32500
MB 0831300,2006,0.666666667,0,0,17500
MB 0831400,2006,0.75,0.714285714,0.16,33800
MB 0831500,2006,0.727272727,0.545454545,0.047619048,18800
MB 0831602,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0832101,2006,0.636363636,0.583333333,0.1,32500
MB 0832102,2006,0.769230769,0.571428571,0.214285714,41700
MB 0832800,2006,0.728813559,0.793103448,0.107142857,30600
MB 0832900,2006,0.723404255,0.64,0.063829787,28100
MB 0833201,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0833205,2006,1,#VALUE!,0,75000
MB 0833207,2006,0.8,0,0,34200
MB 0833701,2006,0.652173913,0.652173913,0.093023256,23800
MB 0833702,2006,0.644444444,0.772727273,0.068181818,30600
MB 0833800,2006,0.755102041,0.619047619,0.085106383,29400
MB 0833900,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0834000,2006,0.71875,0.733333333,0.098360656,28000
MB 0834100,2006,1,#VALUE!,0,37500
MB 0834200,2006,0.764705882,0.75,0.066666667,27500
MB 0834300,2006,0.727272727,0.647058824,0.1,28300
MB 0834400,2006,0.727272727,0.625,0.125,25800
MB 0834501,2006,0.75,0.777777778,0.058823529,25600
MB 0834502,2006,0.774193548,0.705882353,0.125,37500
MB 0834503,2006,0.777777778,0.461538462,0.111111111,30400
MB 0834600,2006,0.666666667,0.7,0.068965517,22500
MB 0834701,2006,0.708333333,0.8,0.090909091,27500
MB 0834702,2006,0.8,0.714285714,0,25800
MB 0834800,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0834900,2006,0.434782609,0.857142857,0.047619048,16700
MB 0835000,2006,0.661016949,0.75862069,0.052631579,22900
MB 0835101,2006,0.666666667,0.818181818,0.086956522,22500
MB 0835102,2006,0.666666667,1,0.071428571,26300
MB 0835201,2006,0.5,0,0,25800
MB 0835202,2006,0.722222222,0.75,0.081632653,24200
MB 0835300,2006,0.71875,0.647058824,0.03125,26700
MB 0835401,2006,0.777777778,0.888888889,0.176470588,28300
MB 0835402,2006,0.75,0.571428571,0,27500
MB 0835403,2006,0.769230769,1,0,32500
MB 0835404,2006,0.545454545,0,0.181818182,35800
MB 0835405,2006,0.888888889,0,0.111111111,37500
MB 0835406,2006,0.714285714,0.5,0.076923077,30400
MB 0835407,2006,0.75,0.571428571,0.1875,35800
MB 0835408,2006,0.7,0,0,22500
MB 0835501,2006,0.703703704,0.846153846,0.074074074,25300
MB 0835502,2006,0.852941176,0.823529412,0.117647059,37500
MB 0835503,2006,0.807692308,0.846153846,0.12,43300
MB 0835504,2006,0.647058824,0.75,0.117647059,27500
MB 0835601,2006,0.772727273,0.761904762,0.142857143,28800
MB 0835603,2006,0.875,0.4,0,33300
MB 0835604,2006,0.75,0,0,27500
MB 0835605,2006,0.785714286,0.857142857,0,32500
MB 0835700,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0835801,2006,0.701492537,0.823529412,0.109375,27500
MB 0835803,2006,0.5625,0.862068966,0.071428571,23300
MB 0835804,2006,0.611111111,0.684210526,0.083333333,26900
MB 0835900,2006,0.484848485,0.736842105,0.125,25300
MB 0836000,2006,0.641025641,0.76,0.076923077,20800
MB 0836100,2006,0.55,0.6,0.058823529,18800
MB 0836200,2006,0.625,0.75,0.041666667,26700
MB 0836300,2006,0.727272727,0,0.111111111,27500
MB 0836400,2006,0.5,0.777777778,0.05,20800
MB 0836500,2006,0.5625,0.647058824,0.068965517,19400
MB 0836600,2006,0.65625,0.588235294,0,22500
MB 0836701,2006,0.6,0,0.1,23300
MB 0836702,2006,0.666666667,0.833333333,0.173913043,33800
MB 0836703,2006,1,#VALUE!,0,60000
MB 0836800,2006,0.653846154,0.846153846,0.125,22500
MB 0836901,2006,0.645833333,0.730769231,0.044444444,25400
MB 0836902,2006,0.769230769,0.8125,0.08,25800
MB 0836903,2006,0.68115942,0.771428571,0.109375,25300
MB 0836904,2006,0.694444444,0.823529412,0.114285714,35300
MB 0837001,2006,0.676923077,0.75,0.032258065,25400
MB 0837002,2006,0.654545455,0.769230769,0.115384615,23100
MB 0837101,2006,0.654545455,0.555555556,0.081632653,28300
MB 0837102,2006,0.675,0.85,0.105263158,19600
MB 0837201,2006,0.55,0.647058824,0.083333333,27500
MB 0837203,2006,0.666666667,0.5,0,27500
MB 0837204,2006,0.666666667,0.666666667,0.142857143,26300
MB 0837205,2006,0.666666667,0.777777778,0.076923077,13800
MB 0837206,2006,0,0,0,13800
MB 0837207,2006,0.545454545,0,0.2,27500
MB 0837208,2006,0.636363636,0.833333333,0.181818182,27500
MB 0837209,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0837300,2006,0.571428571,0.774193548,0.048387097,24300
MB 0837400,2006,0.5,#VALUE!,0,12500
MB 0837500,2006,0.416666667,0,0,22500
MB 0837600,2006,0.4375,0.6,0.066666667,18300
MB 0837700,2006,0.416666667,0.684210526,0,23800
MB 0837800,2006,0.72,0.846153846,0,24200
MB 0837900,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0838001,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0838002,2006,#VALUE!,#VALUE!,#VALUE!,..C
MB 0840601,2006,1,#VALUE!,0,23300
MB 0841501,2006,1,#VALUE!,0,32500
MB 3202001,2006,0.666666667,0.6,0.185185185,32500
MB 3202002,2006,0.666666667,0.6,0.238095238,22500
MB 3202003,2006,0.692307692,0.846153846,0.166666667,28300
MB 3203001,2006,0.636363636,0.5,0.095238095,21700
MB 3203002,2006,0.615384615,0.75,0.153846154,25800
MB 3203003,2006,0.888888889,0.5,0.25,23300
MB 3203004,2006,0.761904762,0.818181818,0.095238095,27500
MB 3204001,2006,0.724137931,0.666666667,0.310344828,25800
MB 3204002,2006,0.714285714,0.777777778,0.3,27500
MB 3204003,2006,0.652173913,0.7,0.136363636,14200
MB 3205001,2006,0.733333333,0.611111111,0.2,25400
MB 3205002,2006,0.636363636,0.5,0.222222222,45000
MB 3205003,2006,0.724137931,0.785714286,0.206896552,20300
MB 3206001,2006,0.823529412,0.444444444,0.352941176,36300
MB 3206002,2006,0.620689655,0.75,0.148148148,27500
MB 3206003,2006,0.695652174,0.615384615,0.260869565,27500
MB 3207001,2006,0.8,0.818181818,0.2,35800
MB 3207002,2006,0.727272727,1,0.181818182,21300
MB 3207003,2006,0.791666667,0.538461538,0.208333333,32800
MB 3208001,2006,0.666666667,0.5,0.153846154,25400
MB 3208002,2006,0.565217391,0.583333333,0.090909091,21300
MB 3208003,2006,0.6,0,0.111111111,14200
MB 3209001,2006,0.576923077,0.642857143,0.08,32500
MB 3209002,2006,0.681818182,0.545454545,0.19047619,25800
MB 3209003,2006,0.666666667,0.285714286,0.266666667,27500
MB 3210001,2006,0.882352941,0.727272727,0.176470588,30400
MB 3210002,2006,0.708333333,0.583333333,0.208333333,37500
MB 3210003,2006,0.777777778,0.666666667,0.294117647,32500
MB 0135201,2013,0.733333333,0.6,0.178571429,19000
MB 0135300,2013,0.652173913,0.727272727,0.173913043,23800
MB 0135400,2013,0.722222222,0.75,0.117647059,26300
MB 0135500,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0135600,2013,0.642857143,0.75,0.259259259,31300
MB 0135700,2013,0.838709677,0.733333333,0.166666667,22500
MB 0135800,2013,0.692307692,0.7,0.131578947,25300
MB 0135900,2013,0.652173913,1,0.086956522,31300
MB 0136000,2013,0.692307692,0.833333333,0.181818182,36300
MB 0136101,2013,0.705882353,0.722222222,0.09375,29200
MB 0136102,2013,0.333333333,#VALUE!,0,37500
MB 0136201,2013,0.25,0,0,65000
MB 0136202,2013,0.333333333,#VALUE!,0,32500
MB 0136203,2013,0.733333333,1,0.230769231,48300
MB 0136204,2013,0.909090909,0.4,0.181818182,22500
MB 0136205,2013,0.666666667,0.6,0.1,32500
MB 0136301,2013,0.761904762,1,0,22500
MB 0136302,2013,0.769230769,0,0.153846154,27500
MB 0136303,2013,0.666666667,0.714285714,0.066666667,23800
MB 0136400,2013,0.733333333,0.444444444,0,22500
MB 0136500,2013,0.7,1,0.2,25400
MB 0136600,2013,0.666666667,0.75,0.045454545,30800
MB 0136700,2013,0.875,0.777777778,0.125,22500
MB 0136800,2013,0.571428571,0,0,28800
MB 0136900,2013,0.636363636,0.9,0.238095238,17500
MB 0137000,2013,0.464285714,0.727272727,0.08,22500
MB 0137100,2013,0.775510204,0.76,0.229166667,28800
MB 0137200,2013,#VALUE!,#VALUE!,#VALUE!,..C
MB 0137300,2013,0.666666667,0.666666667,0.166666667,22500
MB 0137400,2013,0.65625,0.928571429,0.161290323,20800
